Grid Pos (microns),U Total (1/cm3s),U Stim (1/cm3s)
2.5972e+00,1.2947e+27,1.9792e+25
2.5982e+00,1.2867e+27,1.8061e+25
2.5992e+00,1.2788e+27,1.6409e+25
2.6002e+00,1.2710e+27,1.4839e+25
2.6012e+00,1.2633e+27,1.3352e+25
2.6022e+00,1.2557e+27,1.1949e+25
2.6032e+00,1.2483e+27,1.0632e+25
2.6043e+00,1.2409e+27,9.4003e+24
2.6053e+00,1.2337e+27,8.2547e+24
2.6063e+00,1.2266e+27,7.1946e+24
2.6073e+00,1.2196e+27,6.2191e+24
2.6083e+00,1.2127e+27,5.3271e+24
2.6093e+00,1.2059e+27,4.5169e+24
2.6103e+00,1.1992e+27,3.7866e+24
2.6113e+00,1.1926e+27,3.1337e+24
2.6123e+00,1.1861e+27,2.5556e+24
2.6133e+00,1.1796e+27,2.0491e+24
2.6143e+00,1.1733e+27,1.6109e+24
2.6153e+00,1.1669e+27,1.2373e+24
2.6163e+00,1.1606e+27,9.2417e+23
2.6174e+00,1.1541e+27,6.6724e+23
2.6184e+00,1.1472e+27,4.6178e+23
2.6194e+00,1.1397e+27,3.0264e+23
2.6204e+00,1.1309e+27,1.8420e+23
2.6214e+00,1.1196e+27,1.0034e+23
2.6224e+00,1.1041e+27,4.4732e+22
2.6234e+00,1.0848e+27,1.2182e+22
2.6244e+00,3.9972e+25,-6.8957e+22
2.6254e+00,1.0318e+24,-5.7582e+23
2.6264e+00,-2.0533e+24,-2.2947e+24
2.6274e+00,-5.1463e+24,-5.3228e+24
2.6284e+00,-9.5275e+24,-9.6911e+24
2.6294e+00,-1.4808e+25,-1.5416e+25
2.6303e+00,-2.2262e+25,-2.2514e+25
2.6313e+00,-3.0377e+25,-3.1047e+25
2.6323e+00,-4.0953e+25,-4.1186e+25
2.6333e+00,-5.3244e+25,-5.3332e+25
2.6343e+00,-6.8336e+25,-6.8377e+25
2.6353e+00,-8.7934e+25,-8.7957e+25
2.6363e+00,-2.0473e+26,-2.0473e+26
2.6373e+00,-2.3227e+26,-2.3229e+26
2.6383e+00,-2.5660e+26,-2.5663e+26
2.6393e+00,-2.7968e+26,-2.7973e+26
2.6403e+00,-3.0440e+26,-3.0448e+26
2.6413e+00,-3.3242e+26,-3.3254e+26
2.6423e+00,-3.6405e+26,-3.6421e+26
2.6434e+00,-3.9895e+26,-3.9915e+26
2.6444e+00,-4.3661e+26,-4.3685e+26
2.6454e+00,-4.7657e+26,-4.7685e+26
2.6464e+00,-5.1847e+26,-5.1879e+26
2.6474e+00,-5.6202e+26,-5.6239e+26
2.6484e+00,-6.0701e+26,-6.0742e+26
2.6494e+00,-6.5327e+26,-6.5372e+26
2.6504e+00,-7.0065e+26,-7.0114e+26
2.6514e+00,-7.4903e+26,-7.4956e+26
2.6524e+00,-7.9830e+26,-7.9885e+26
2.6534e+00,-8.4833e+26,-8.4892e+26
2.6544e+00,-8.9902e+26,-8.9964e+26
2.6554e+00,-9.5028e+26,-9.5092e+26
2.6565e+00,-1.0020e+27,-1.0027e+27
2.6575e+00,-1.0540e+27,-1.0547e+27
2.6585e+00,-1.1063e+27,-1.1070e+27
2.6595e+00,-1.1588e+27,-1.1595e+27
2.6605e+00,-1.2112e+27,-1.2120e+27
2.6615e+00,-1.2636e+27,-1.2644e+27
2.6625e+00,-1.3158e+27,-1.3166e+27
2.6635e+00,-1.3678e+27,-1.3686e+27
2.6645e+00,-1.4193e+27,-1.4201e+27
2.6655e+00,-1.4704e+27,-1.4712e+27
2.6665e+00,-1.5208e+27,-1.5216e+27
2.6675e+00,-1.5706e+27,-1.5714e+27
2.6686e+00,-1.6196e+27,-1.6204e+27
2.6696e+00,-1.6677e+27,-1.6685e+27
2.6706e+00,-1.7148e+27,-1.7156e+27
2.6716e+00,-1.7609e+27,-1.7617e+27
2.6726e+00,-1.8058e+27,-1.8065e+27
2.6736e+00,-1.8494e+27,-1.8502e+27
2.6746e+00,-1.8918e+27,-1.8925e+27
2.6756e+00,-1.9328e+27,-1.9334e+27
2.6766e+00,-1.9724e+27,-1.9730e+27
2.6776e+00,-2.0106e+27,-2.0113e+27
2.6786e+00,-2.0477e+27,-2.0483e+27
2.6796e+00,-2.0838e+27,-2.0844e+27
2.6806e+00,-2.1196e+27,-2.1201e+27
2.6817e+00,-2.1563e+27,-2.1567e+27
2.6827e+00,-2.1958e+27,-2.1962e+27
2.6837e+00,-2.2419e+27,-2.2422e+27
2.6847e+00,-2.3003e+27,-2.3006e+27
2.6857e+00,-2.3795e+27,-2.3798e+27
2.6867e+00,-2.4889e+27,-2.4891e+27
2.6877e+00,-1.4620e+27,-1.4622e+27
2.6887e+00,-1.4294e+27,-1.4297e+27
2.6897e+00,-1.3970e+27,-1.3974e+27
2.6907e+00,-1.3674e+27,-1.3682e+27
2.6917e+00,-1.3416e+27,-1.3428e+27
2.6927e+00,-1.3188e+27,-1.3207e+27
2.6937e+00,-1.2994e+27,-1.3007e+27
2.6946e+00,-1.2788e+27,-1.2807e+27
2.6956e+00,-1.2577e+27,-1.2580e+27
2.6966e+00,-1.2295e+27,-1.2298e+27
2.6976e+00,-1.1884e+27,-1.1890e+27
2.6986e+00,-1.1094e+27,-1.1141e+27
2.6996e+00,-7.5348e+26,-8.4089e+26
2.7006e+00,2.0701e+27,2.2564e+26
2.7016e+00,2.0666e+27,2.0735e+26
2.7026e+00,2.0573e+27,1.9334e+26
2.7036e+00,2.0460e+27,1.8373e+26
2.7046e+00,2.0338e+27,1.7663e+26
2.7056e+00,2.0212e+27,1.7079e+26
2.7066e+00,2.0083e+27,1.6552e+26
2.7077e+00,1.9953e+27,1.6047e+26
2.7087e+00,1.9821e+27,1.5548e+26
2.7097e+00,1.9688e+27,1.5046e+26
2.7107e+00,1.9554e+27,1.4539e+26
2.7117e+00,1.9419e+27,1.4025e+26
2.7127e+00,1.9284e+27,1.3504e+26
2.7137e+00,1.9149e+27,1.2978e+26
2.7147e+00,1.9014e+27,1.2448e+26
2.7157e+00,1.8878e+27,1.1916e+26
2.7167e+00,1.8743e+27,1.1381e+26
2.7177e+00,1.8608e+27,1.0847e+26
2.7187e+00,1.8473e+27,1.0314e+26
2.7197e+00,1.8339e+27,9.7833e+25
2.7208e+00,1.8206e+27,9.2569e+25
2.7218e+00,1.8074e+27,8.7360e+25
2.7228e+00,1.7942e+27,8.2217e+25
2.7238e+00,1.7812e+27,7.7154e+25
2.7248e+00,1.7683e+27,7.2182e+25
2.7258e+00,1.7555e+27,6.7313e+25
2.7268e+00,1.7429e+27,6.2559e+25
2.7278e+00,1.7304e+27,5.7929e+25
2.7288e+00,1.7181e+27,5.3434e+25
2.7298e+00,1.7059e+27,4.9084e+25
2.7308e+00,1.6940e+27,4.4886e+25
2.7318e+00,1.6822e+27,4.0849e+25
2.7329e+00,1.6706e+27,3.6980e+25
2.7339e+00,1.6593e+27,3.3286e+25
2.7349e+00,1.6481e+27,2.9774e+25
2.7359e+00,1.6372e+27,2.6447e+25
2.7369e+00,1.6265e+27,2.3312e+25
2.7379e+00,1.6160e+27,2.0371e+25
2.7389e+00,1.6057e+27,1.7628e+25
2.7399e+00,1.5957e+27,1.5086e+25
2.7409e+00,1.5859e+27,1.2746e+25
2.7419e+00,1.5763e+27,1.0610e+25
2.7429e+00,1.5669e+27,8.6771e+24
2.7439e+00,1.5576e+27,6.9481e+24
2.7449e+00,1.5485e+27,5.4220e+24
2.7460e+00,1.5395e+27,4.0970e+24
2.7470e+00,1.5302e+27,2.9705e+24
2.7480e+00,1.5204e+27,2.0377e+24
2.7490e+00,1.5093e+27,1.2917e+24
2.7500e+00,1.4955e+27,7.2174e+23
2.7510e+00,1.4768e+27,3.1582e+23
2.7520e+00,1.4530e+27,7.0710e+22
2.7530e+00,5.3631e+25,-7.1596e+22
2.7540e+00,1.0649e+24,-1.0999e+24
2.7550e+00,-3.4806e+24,-3.8096e+24
2.7560e+00,-8.0614e+24,-8.3024e+24
2.7570e+00,-1.4387e+25,-1.4610e+25
2.7580e+00,-2.1924e+25,-2.2753e+25
2.7589e+00,-3.2405e+25,-3.2748e+25
2.7599e+00,-4.3769e+25,-4.4682e+25
2.7609e+00,-5.8481e+25,-5.8798e+25
2.7619e+00,-7.5535e+25,-7.5656e+25
2.7629e+00,-9.6445e+25,-9.6502e+25
2.7639e+00,-1.2358e+26,-1.2361e+26
2.7649e+00,-2.8667e+26,-2.8668e+26
2.7659e+00,-3.2422e+26,-3.2425e+26
2.7669e+00,-3.5722e+26,-3.5726e+26
2.7679e+00,-3.8845e+26,-3.8851e+26
2.7689e+00,-4.2192e+26,-4.2203e+26
2.7699e+00,-4.5992e+26,-4.6008e+26
2.7709e+00,-5.0286e+26,-5.0308e+26
2.7720e+00,-5.5026e+26,-5.5053e+26
2.7730e+00,-6.0140e+26,-6.0173e+26
2.7740e+00,-6.5565e+26,-6.5604e+26
2.7750e+00,-7.1249e+26,-7.1294e+26
2.7760e+00,-7.7155e+26,-7.7205e+26
2.7770e+00,-8.3252e+26,-8.3308e+26
2.7780e+00,-8.9518e+26,-8.9579e+26
2.7790e+00,-9.5932e+26,-9.5998e+26
2.7800e+00,-1.0248e+27,-1.0255e+27
2.7810e+00,-1.0914e+27,-1.0921e+27
2.7820e+00,-1.1590e+27,-1.1598e+27
2.7830e+00,-1.2275e+27,-1.2283e+27
2.7840e+00,-1.2967e+27,-1.2976e+27
2.7851e+00,-1.3664e+27,-1.3674e+27
2.7861e+00,-1.4367e+27,-1.4376e+27
2.7871e+00,-1.5072e+27,-1.5081e+27
2.7881e+00,-1.5778e+27,-1.5788e+27
2.7891e+00,-1.6485e+27,-1.6495e+27
2.7901e+00,-1.7190e+27,-1.7200e+27
2.7911e+00,-1.7892e+27,-1.7903e+27
2.7921e+00,-1.8591e+27,-1.8602e+27
2.7931e+00,-1.9284e+27,-1.9295e+27
2.7941e+00,-1.9970e+27,-1.9981e+27
2.7951e+00,-2.0647e+27,-2.0658e+27
2.7961e+00,-2.1315e+27,-2.1326e+27
2.7972e+00,-2.1973e+27,-2.1983e+27
2.7982e+00,-2.2617e+27,-2.2628e+27
2.7992e+00,-2.3249e+27,-2.3259e+27
2.8002e+00,-2.3865e+27,-2.3876e+27
2.8012e+00,-2.4466e+27,-2.4476e+27
2.8022e+00,-2.5050e+27,-2.5060e+27
2.8032e+00,-2.5616e+27,-2.5626e+27
2.8042e+00,-2.6163e+27,-2.6173e+27
2.8052e+00,-2.6692e+27,-2.6701e+27
2.8062e+00,-2.7202e+27,-2.7210e+27
2.8072e+00,-2.7695e+27,-2.7704e+27
2.8082e+00,-2.8176e+27,-2.8184e+27
2.8092e+00,-2.8653e+27,-2.8660e+27
2.8103e+00,-2.9141e+27,-2.9147e+27
2.8113e+00,-2.9668e+27,-2.9673e+27
2.8123e+00,-3.0282e+27,-3.0287e+27
2.8133e+00,-3.1063e+27,-3.1067e+27
2.8143e+00,-3.2125e+27,-3.2129e+27
2.8153e+00,-3.3593e+27,-3.3596e+27
2.8163e+00,-1.9728e+27,-1.9731e+27
2.8173e+00,-1.9283e+27,-1.9288e+27
2.8183e+00,-1.8841e+27,-1.8848e+27
2.8193e+00,-1.8438e+27,-1.8448e+27
2.8203e+00,-1.8085e+27,-1.8101e+27
2.8213e+00,-1.7773e+27,-1.7798e+27
2.8223e+00,-1.7507e+27,-1.7524e+27
2.8232e+00,-1.7224e+27,-1.7249e+27
2.8242e+00,-1.6931e+27,-1.6935e+27
2.8252e+00,-1.6543e+27,-1.6548e+27
2.8262e+00,-1.5976e+27,-1.5983e+27
2.8272e+00,-1.4851e+27,-1.4913e+27
2.8282e+00,-9.4886e+26,-1.0642e+27
2.8292e+00,2.8775e+27,4.4001e+26
2.8302e+00,2.8533e+27,4.0008e+26
2.8312e+00,2.8296e+27,3.7285e+26
2.8322e+00,2.8083e+27,3.5523e+26
2.8332e+00,2.7885e+27,3.4264e+26
2.8342e+00,2.7694e+27,3.3244e+26
2.8352e+00,2.7505e+27,3.2324e+26
2.8363e+00,2.7315e+27,3.1439e+26
2.8373e+00,2.7124e+27,3.0557e+26
2.8383e+00,2.6932e+27,2.9663e+26
2.8393e+00,2.6737e+27,2.8752e+26
2.8403e+00,2.6541e+27,2.7822e+26
2.8413e+00,2.6343e+27,2.6874e+26
2.8423e+00,2.6143e+27,2.5910e+26
2.8433e+00,2.5943e+27,2.4933e+26
2.8443e+00,2.5742e+27,2.3944e+26
2.8453e+00,2.5540e+27,2.2946e+26
2.8463e+00,2.5338e+27,2.1942e+26
2.8473e+00,2.5137e+27,2.0935e+26
2.8483e+00,2.4935e+27,1.9927e+26
2.8494e+00,2.4734e+27,1.8921e+26
2.8504e+00,2.4534e+27,1.7919e+26
2.8514e+00,2.4334e+27,1.6925e+26
2.8524e+00,2.4137e+27,1.5941e+26
2.8534e+00,2.3940e+27,1.4968e+26
2.8544e+00,2.3746e+27,1.4011e+26
2.8554e+00,2.3554e+27,1.3070e+26
2.8564e+00,2.3363e+27,1.2149e+26
2.8574e+00,2.3176e+27,1.1249e+26
2.8584e+00,2.2991e+27,1.0373e+26
2.8594e+00,2.2809e+27,9.5226e+25
2.8604e+00,2.2630e+27,8.6999e+25
2.8615e+00,2.2455e+27,7.9068e+25
2.8625e+00,2.2282e+27,7.1448e+25
2.8635e+00,2.2114e+27,6.4157e+25
2.8645e+00,2.1949e+27,5.7209e+25
2.8655e+00,2.1788e+27,5.0619e+25
2.8665e+00,2.1632e+27,4.4398e+25
2.8675e+00,2.1479e+27,3.8559e+25
2.8685e+00,2.1331e+27,3.3111e+25
2.8695e+00,2.1187e+27,2.8064e+25
2.8705e+00,2.1047e+27,2.3426e+25
2.8715e+00,2.0911e+27,1.9203e+25
2.8725e+00,2.0780e+27,1.5401e+25
2.8735e+00,2.0652e+27,1.2024e+25
2.8746e+00,2.0526e+27,9.0754e+24
2.8756e+00,2.0402e+27,6.5560e+24
2.8766e+00,2.0275e+27,4.4628e+24
2.8776e+00,2.0136e+27,2.7872e+24
2.8786e+00,1.9970e+27,1.5127e+24
2.8796e+00,1.9749e+27,6.1868e+23
2.8806e+00,1.9461e+27,1.0625e+23
2.8816e+00,7.1910e+25,-1.4082e+23
2.8826e+00,1.0296e+24,-1.8864e+24
2.8836e+00,-5.4883e+24,-5.9359e+24
2.8846e+00,-1.2075e+25,-1.2403e+25
2.8856e+00,-2.1020e+25,-2.1324e+25
2.8866e+00,-3.1596e+25,-3.2724e+25
2.8875e+00,-4.6154e+25,-4.6621e+25
2.8885e+00,-6.1892e+25,-6.3134e+25
2.8895e+00,-8.2174e+25,-8.2605e+25
2.8905e+00,-1.0564e+26,-1.0581e+26
2.8915e+00,-1.3439e+26,-1.3447e+26
2.8925e+00,-1.7166e+26,-1.7171e+26
2.8935e+00,-3.9718e+26,-3.9720e+26
2.8945e+00,-4.4820e+26,-4.4823e+26
2.8955e+00,-4.9285e+26,-4.9290e+26
2.8965e+00,-5.3502e+26,-5.3511e+26
2.8975e+00,-5.8026e+26,-5.8041e+26
2.8985e+00,-6.3169e+26,-6.3190e+26
2.8995e+00,-6.8986e+26,-6.9015e+26
2.9006e+00,-7.5407e+26,-7.5444e+26
2.9016e+00,-8.2335e+26,-8.2380e+26
2.9026e+00,-8.9682e+26,-8.9735e+26
2.9036e+00,-9.7378e+26,-9.7438e+26
2.9046e+00,-1.0537e+27,-1.0544e+27
2.9056e+00,-1.1362e+27,-1.1369e+27
2.9066e+00,-1.2209e+27,-1.2217e+27
2.9076e+00,-1.3076e+27,-1.3085e+27
2.9086e+00,-1.3960e+27,-1.3970e+27
2.9096e+00,-1.4860e+27,-1.4870e+27
2.9106e+00,-1.5772e+27,-1.5783e+27
2.9116e+00,-1.6696e+27,-1.6708e+27
2.9126e+00,-1.7630e+27,-1.7642e+27
2.9137e+00,-1.8571e+27,-1.8583e+27
2.9147e+00,-1.9517e+27,-1.9530e+27
2.9157e+00,-2.0467e+27,-2.0480e+27
2.9167e+00,-2.1418e+27,-2.1432e+27
2.9177e+00,-2.2370e+27,-2.2384e+27
2.9187e+00,-2.3319e+27,-2.3333e+27
2.9197e+00,-2.4264e+27,-2.4279e+27
2.9207e+00,-2.5204e+27,-2.5218e+27
2.9217e+00,-2.6135e+27,-2.6150e+27
2.9227e+00,-2.7057e+27,-2.7072e+27
2.9237e+00,-2.7968e+27,-2.7983e+27
2.9247e+00,-2.8865e+27,-2.8880e+27
2.9258e+00,-2.9747e+27,-2.9762e+27
2.9268e+00,-3.0613e+27,-3.0627e+27
2.9278e+00,-3.1459e+27,-3.1474e+27
2.9288e+00,-3.2286e+27,-3.2300e+27
2.9298e+00,-3.3091e+27,-3.3105e+27
2.9308e+00,-3.3873e+27,-3.3887e+27
2.9318e+00,-3.4631e+27,-3.4644e+27
2.9328e+00,-3.5363e+27,-3.5376e+27
2.9338e+00,-3.6070e+27,-3.6082e+27
2.9348e+00,-3.6752e+27,-3.6763e+27
2.9358e+00,-3.7411e+27,-3.7422e+27
2.9368e+00,-3.8053e+27,-3.8063e+27
2.9378e+00,-3.8689e+27,-3.8699e+27
2.9389e+00,-3.9340e+27,-3.9349e+27
2.9399e+00,-4.0043e+27,-4.0051e+27
2.9409e+00,-4.0865e+27,-4.0872e+27
2.9419e+00,-4.1910e+27,-4.1917e+27
2.9429e+00,-4.3335e+27,-4.3340e+27
2.9439e+00,-4.5306e+27,-4.5311e+27
2.9449e+00,-2.6601e+27,-2.6606e+27
2.9459e+00,-2.5998e+27,-2.6003e+27
2.9469e+00,-2.5397e+27,-2.5405e+27
2.9479e+00,-2.4848e+27,-2.4862e+27
2.9489e+00,-2.4367e+27,-2.4389e+27
2.9499e+00,-2.3940e+27,-2.3975e+27
2.9509e+00,-2.3578e+27,-2.3601e+27
2.9518e+00,-2.3188e+27,-2.3223e+27
2.9528e+00,-2.2780e+27,-2.2785e+27
2.9538e+00,-2.2241e+27,-2.2247e+27
2.9548e+00,-2.1438e+27,-2.1450e+27
2.9558e+00,-1.9706e+27,-1.9807e+27
2.9568e+00,-1.0326e+27,-1.2223e+27
2.9578e+00,4.9187e+27,8.8528e+26
2.9588e+00,4.8444e+27,7.9616e+26
2.9598e+00,4.7909e+27,7.4371e+26
2.9608e+00,4.7502e+27,7.1202e+26
2.9618e+00,4.7157e+27,6.8995e+26
2.9628e+00,4.6836e+27,6.7194e+26
2.9638e+00,4.6524e+27,6.5542e+26
2.9649e+00,4.6212e+27,6.3921e+26
2.9659e+00,4.5897e+27,6.2280e+26
2.9669e+00,4.5578e+27,6.0599e+26
2.9679e+00,4.5254e+27,5.8870e+26
2.9689e+00,4.4925e+27,5.7093e+26
2.9699e+00,4.4593e+27,5.5271e+26
2.9709e+00,4.4257e+27,5.3407e+26
2.9719e+00,4.3917e+27,5.1506e+26
2.9729e+00,4.3575e+27,4.9574e+26
2.9739e+00,4.3230e+27,4.7615e+26
2.9749e+00,4.2884e+27,4.5635e+26
2.9759e+00,4.2537e+27,4.3640e+26
2.9769e+00,4.2189e+27,4.1634e+26
2.9780e+00,4.1841e+27,3.9623e+26
2.9790e+00,4.1494e+27,3.7613e+26
2.9800e+00,4.1147e+27,3.5608e+26
2.9810e+00,4.0802e+27,3.3615e+26
2.9820e+00,4.0460e+27,3.1639e+26
2.9830e+00,4.0120e+27,2.9684e+26
2.9840e+00,3.9783e+27,2.7756e+26
2.9850e+00,3.9449e+27,2.5860e+26
2.9860e+00,3.9120e+27,2.4001e+26
2.9870e+00,3.8796e+27,2.2183e+26
2.9880e+00,3.8476e+27,2.0412e+26
2.9890e+00,3.8162e+27,1.8692e+26
2.9901e+00,3.7854e+27,1.7026e+26
2.9911e+00,3.7552e+27,1.5420e+26
2.9921e+00,3.7257e+27,1.3876e+26
2.9931e+00,3.6969e+27,1.2400e+26
2.9941e+00,3.6689e+27,1.0994e+26
2.9951e+00,3.6416e+27,9.6614e+25
2.9961e+00,3.6152e+27,8.4057e+25
2.9971e+00,3.5895e+27,7.2297e+25
2.9981e+00,3.5648e+27,6.1359e+25
2.9991e+00,3.5409e+27,5.1269e+25
3.0001e+00,3.5179e+27,4.2048e+25
3.0011e+00,3.4959e+27,3.3716e+25
3.0021e+00,3.4747e+27,2.6292e+25
3.0032e+00,3.4543e+27,1.9789e+25
3.0042e+00,3.4346e+27,1.4222e+25
3.0052e+00,3.4153e+27,9.5933e+24
3.0062e+00,3.3955e+27,5.8983e+24
3.0072e+00,3.3735e+27,3.1127e+24
3.0082e+00,3.3453e+27,1.1981e+24
3.0092e+00,3.3074e+27,1.5648e+23
3.0102e+00,1.2292e+26,-2.5817e+23
3.0112e+00,2.2026e+24,-2.9866e+24
3.0122e+00,-7.9200e+24,-8.8432e+24
3.0132e+00,-1.7267e+25,-1.7965e+25
3.0142e+00,-2.9753e+25,-3.0399e+25
3.0152e+00,-4.3795e+25,-4.6197e+25
3.0161e+00,-6.4355e+25,-6.5350e+25
3.0171e+00,-8.5386e+25,-8.8021e+25
3.0181e+00,-1.1380e+26,-1.1471e+26
3.0191e+00,-1.4612e+26,-1.4646e+26
3.0201e+00,-1.8548e+26,-1.8565e+26
3.0211e+00,-2.3645e+26,-2.3653e+26
3.0221e+00,-5.4603e+26,-5.4606e+26
3.0231e+00,-6.1510e+26,-6.1516e+26
3.0241e+00,-6.7536e+26,-6.7547e+26
3.0251e+00,-7.3222e+26,-7.3242e+26
3.0261e+00,-7.9327e+26,-7.9358e+26
3.0271e+00,-8.6273e+26,-8.6319e+26
3.0281e+00,-9.4133e+26,-9.4195e+26
3.0292e+00,-1.0281e+27,-1.0289e+27
3.0302e+00,-1.1217e+27,-1.1227e+27
3.0312e+00,-1.2210e+27,-1.2221e+27
3.0322e+00,-1.3249e+27,-1.3262e+27
3.0332e+00,-1.4328e+27,-1.4343e+27
3.0342e+00,-1.5442e+27,-1.5458e+27
3.0352e+00,-1.6585e+27,-1.6603e+27
3.0362e+00,-1.7754e+27,-1.7774e+27
3.0372e+00,-1.8946e+27,-1.8968e+27
3.0382e+00,-2.0159e+27,-2.0182e+27
3.0392e+00,-2.1389e+27,-2.1413e+27
3.0402e+00,-2.2634e+27,-2.2660e+27
3.0412e+00,-2.3891e+27,-2.3918e+27
3.0423e+00,-2.5158e+27,-2.5186e+27
3.0433e+00,-2.6432e+27,-2.6461e+27
3.0443e+00,-2.7710e+27,-2.7741e+27
3.0453e+00,-2.8991e+27,-2.9022e+27
3.0463e+00,-3.0270e+27,-3.0303e+27
3.0473e+00,-3.1547e+27,-3.1581e+27
3.0483e+00,-3.2818e+27,-3.2853e+27
3.0493e+00,-3.4082e+27,-3.4118e+27
3.0503e+00,-3.5336e+27,-3.5372e+27
3.0513e+00,-3.6579e+27,-3.6615e+27
3.0523e+00,-3.7809e+27,-3.7847e+27
3.0533e+00,-3.9028e+27,-3.9066e+27
3.0544e+00,-4.0240e+27,-4.0278e+27
3.0554e+00,-4.1452e+27,-4.1491e+27
3.0564e+00,-4.2682e+27,-4.2721e+27
3.0574e+00,-4.3963e+27,-4.4003e+27
3.0584e+00,-4.5356e+27,-4.5396e+27
3.0594e+00,-4.6965e+27,-4.7004e+27
3.0604e+00,-4.8950e+27,-4.8990e+27
3.0614e+00,-5.1525e+27,-5.1566e+27
3.0624e+00,-5.3465e+27,-5.3506e+27
3.0634e+00,-5.5041e+27,-5.5082e+27
3.0644e+00,-5.6390e+27,-5.6430e+27
3.0654e+00,-5.7592e+27,-5.7632e+27
3.0664e+00,-5.8700e+27,-5.8738e+27
3.0675e+00,-5.9754e+27,-5.9791e+27
3.0685e+00,-6.0793e+27,-6.0830e+27
3.0695e+00,-6.1861e+27,-6.1897e+27
3.0705e+00,-6.3007e+27,-6.3042e+27
3.0715e+00,-6.4284e+27,-6.4319e+27
3.0725e+00,-6.5741e+27,-6.5775e+27
3.0735e+00,-3.7436e+27,-3.7470e+27
3.0745e+00,-3.7408e+27,-3.7444e+27
3.0755e+00,-3.7327e+27,-3.7365e+27
3.0765e+00,-3.7197e+27,-3.7236e+27
3.0775e+00,-3.7019e+27,-3.7061e+27
3.0785e+00,-3.6795e+27,-3.6838e+27
3.0795e+00,-3.6537e+27,-3.6569e+27
3.0804e+00,-3.6192e+27,-3.6224e+27
3.0814e+00,-3.5740e+27,-3.5743e+27
3.0824e+00,-3.5059e+27,-3.5064e+27
3.0834e+00,-3.3751e+27,-3.3774e+27
3.0844e+00,-2.8897e+27,-2.9194e+27
3.0854e+00,-3.7334e+26,-8.6669e+26
3.0864e+00,1.0994e+28,1.3380e+27
3.0865e+00,1.0974e+28,1.3197e+27
3.0866e+00,1.0956e+28,1.3028e+27
3.0867e+00,1.0939e+28,1.2872e+27
3.0868e+00,1.0922e+28,1.2728e+27
3.0869e+00,1.0907e+28,1.2595e+27
3.0870e+00,1.0892e+28,1.2472e+27
3.0871e+00,1.0878e+28,1.2359e+27
3.0872e+00,1.0865e+28,1.2254e+27
3.0873e+00,1.0852e+28,1.2156e+27
3.0874e+00,1.0840e+28,1.2065e+27
3.0875e+00,1.0829e+28,1.1981e+27
3.0876e+00,1.0818e+28,1.1903e+27
3.0877e+00,1.0807e+28,1.1830e+27
3.0878e+00,1.0797e+28,1.1762e+27
3.0879e+00,1.0788e+28,1.1698e+27
3.0880e+00,1.0778e+28,1.1638e+27
3.0881e+00,1.0769e+28,1.1582e+27
3.0882e+00,1.0761e+28,1.1529e+27
3.0883e+00,1.0752e+28,1.1479e+27
3.0884e+00,1.0744e+28,1.1432e+27
3.0885e+00,1.0736e+28,1.1388e+27
3.0886e+00,1.0728e+28,1.1345e+27
3.0887e+00,1.0720e+28,1.1305e+27
3.0888e+00,1.0713e+28,1.1266e+27
3.0889e+00,1.0706e+28,1.1229e+27
3.0890e+00,1.0698e+28,1.1194e+27
3.0891e+00,1.0691e+28,1.1160e+27
3.0892e+00,1.0684e+28,1.1127e+27
3.0893e+00,1.0677e+28,1.1095e+27
3.0894e+00,1.0671e+28,1.1064e+27
3.0895e+00,1.0664e+28,1.1035e+27
3.0896e+00,1.0657e+28,1.1006e+27
3.0897e+00,1.0651e+28,1.0977e+27
3.0898e+00,1.0644e+28,1.0950e+27
3.0899e+00,1.0638e+28,1.0922e+27
3.0900e+00,1.0632e+28,1.0896e+27
3.0901e+00,1.0625e+28,1.0870e+27
3.0902e+00,1.0619e+28,1.0844e+27
3.0903e+00,1.0613e+28,1.0819e+27
3.0904e+00,1.0606e+28,1.0793e+27
3.0905e+00,1.0600e+28,1.0769e+27
3.0906e+00,1.0594e+28,1.0744e+27
3.0907e+00,1.0588e+28,1.0720e+27
3.0908e+00,1.0582e+28,1.0696e+27
3.0909e+00,1.0576e+28,1.0672e+27
3.0910e+00,1.0569e+28,1.0648e+27
3.0911e+00,1.0563e+28,1.0624e+27
3.0912e+00,1.0557e+28,1.0600e+27
3.0913e+00,1.0551e+28,1.0577e+27
3.0914e+00,1.0545e+28,1.0553e+27
3.0915e+00,1.0539e+28,1.0530e+27
3.0916e+00,1.0533e+28,1.0506e+27
3.0917e+00,1.0527e+28,1.0483e+27
3.0918e+00,1.0521e+28,1.0459e+27
3.0919e+00,1.0515e+28,1.0436e+27
3.0920e+00,1.0508e+28,1.0413e+27
3.0921e+00,1.0502e+28,1.0389e+27
3.0922e+00,1.0496e+28,1.0365e+27
3.0923e+00,1.0490e+28,1.0342e+27
3.0924e+00,1.0484e+28,1.0318e+27
3.0925e+00,1.0478e+28,1.0295e+27
3.0926e+00,1.0472e+28,1.0271e+27
3.0927e+00,1.0466e+28,1.0247e+27
3.0928e+00,1.0460e+28,1.0223e+27
3.0929e+00,1.0454e+28,1.0199e+27
3.0930e+00,1.0447e+28,1.0175e+27
3.0931e+00,1.0441e+28,1.0151e+27
3.0932e+00,1.0435e+28,1.0127e+27
