Grid Pos (microns),U Total (1/cm3s),U Stim (1/cm3s)
5.7090e+00,2.1086e+25,-1.7755e+22
5.7100e+00,2.1265e+25,-2.8674e+22
5.7110e+00,2.1375e+25,-4.1817e+22
5.7119e+00,2.1438e+25,-5.6980e+22
5.7129e+00,2.1471e+25,-7.4027e+22
5.7139e+00,2.1485e+25,-9.2875e+22
5.7149e+00,2.1487e+25,-1.1347e+23
5.7159e+00,2.1480e+25,-1.3575e+23
5.7169e+00,2.1468e+25,-1.5969e+23
5.7179e+00,2.1452e+25,-1.8523e+23
5.7189e+00,2.1433e+25,-2.1233e+23
5.7199e+00,2.1411e+25,-2.4092e+23
5.7209e+00,2.1388e+25,-2.7093e+23
5.7218e+00,2.1363e+25,-3.0230e+23
5.7228e+00,2.1337e+25,-3.3493e+23
5.7238e+00,2.1309e+25,-3.6876e+23
5.7248e+00,2.1280e+25,-4.0369e+23
5.7258e+00,2.1251e+25,-4.3962e+23
5.7268e+00,2.1220e+25,-4.7648e+23
5.7278e+00,2.1188e+25,-5.1414e+23
5.7288e+00,2.1156e+25,-5.5253e+23
5.7298e+00,2.1124e+25,-5.9152e+23
5.7308e+00,2.1090e+25,-6.3103e+23
5.7318e+00,2.1057e+25,-6.7094e+23
5.7327e+00,2.1023e+25,-7.1114e+23
5.7337e+00,2.0989e+25,-7.5153e+23
5.7347e+00,2.0955e+25,-7.9200e+23
5.7357e+00,2.0921e+25,-8.3244e+23
5.7367e+00,2.0887e+25,-8.7274e+23
5.7377e+00,2.0853e+25,-9.1279e+23
5.7387e+00,2.0820e+25,-9.5248e+23
5.7397e+00,2.0787e+25,-9.9170e+23
5.7407e+00,2.0755e+25,-1.0303e+24
5.7417e+00,2.0723e+25,-1.0683e+24
5.7426e+00,2.0692e+25,-1.1054e+24
5.7436e+00,2.0662e+25,-1.1415e+24
5.7446e+00,2.0633e+25,-1.1765e+24
5.7456e+00,2.0604e+25,-1.2102e+24
5.7466e+00,2.0577e+25,-1.2422e+24
5.7476e+00,2.0549e+25,-1.2721e+24
5.7486e+00,2.0522e+25,-1.2992e+24
5.7496e+00,2.0494e+25,-1.3226e+24
5.7506e+00,2.0464e+25,-1.3403e+24
5.7516e+00,2.0430e+25,-1.3497e+24
5.7525e+00,2.0389e+25,-1.3460e+24
5.7535e+00,2.0336e+25,-1.3217e+24
5.7545e+00,2.0264e+25,-1.2652e+24
5.7555e+00,2.0165e+25,-1.1592e+24
5.7565e+00,2.0037e+25,-9.8177e+23
5.7575e+00,1.9900e+25,-7.1470e+23
5.7585e+00,-1.2357e+24,-2.2583e+24
5.7595e+00,-5.2434e+24,-5.3160e+24
5.7605e+00,-8.7689e+24,-8.7795e+24
5.7615e+00,-1.0966e+25,-1.0971e+25
5.7625e+00,-1.2202e+25,-1.2205e+25
5.7635e+00,-1.4033e+25,-1.4051e+25
5.7644e+00,-1.3573e+25,-1.3595e+25
5.7654e+00,-1.2773e+25,-1.2802e+25
5.7664e+00,-1.2586e+25,-1.2616e+25
5.7674e+00,-1.2419e+25,-1.2447e+25
5.7684e+00,-1.2243e+25,-1.2269e+25
5.7694e+00,-1.2028e+25,-1.2053e+25
5.7704e+00,-2.6851e+25,-2.6875e+25
5.7714e+00,-2.7483e+25,-2.7508e+25
5.7724e+00,-2.7674e+25,-2.7701e+25
5.7734e+00,-2.7630e+25,-2.7657e+25
5.7744e+00,-2.7449e+25,-2.7477e+25
5.7754e+00,-2.7183e+25,-2.7213e+25
5.7763e+00,-2.6862e+25,-2.6892e+25
5.7773e+00,-2.6498e+25,-2.6529e+25
5.7783e+00,-2.6103e+25,-2.6134e+25
5.7793e+00,-2.5680e+25,-2.5712e+25
5.7803e+00,-2.5233e+25,-2.5266e+25
5.7813e+00,-2.4765e+25,-2.4798e+25
5.7823e+00,-2.4276e+25,-2.4310e+25
5.7833e+00,-2.3769e+25,-2.3803e+25
5.7843e+00,-2.3244e+25,-2.3278e+25
5.7853e+00,-2.2702e+25,-2.2737e+25
5.7862e+00,-2.2145e+25,-2.2181e+25
5.7872e+00,-2.1574e+25,-2.1610e+25
5.7882e+00,-2.0990e+25,-2.1026e+25
5.7892e+00,-2.0394e+25,-2.0430e+25
5.7902e+00,-1.9787e+25,-1.9823e+25
5.7912e+00,-1.9171e+25,-1.9207e+25
5.7922e+00,-1.8546e+25,-1.8582e+25
5.7932e+00,-1.7914e+25,-1.7950e+25
5.7942e+00,-1.7275e+25,-1.7311e+25
5.7952e+00,-1.6632e+25,-1.6668e+25
5.7962e+00,-1.5986e+25,-1.6022e+25
5.7971e+00,-1.5337e+25,-1.5373e+25
5.7981e+00,-1.4687e+25,-1.4722e+25
5.7991e+00,-1.4037e+25,-1.4072e+25
5.8001e+00,-1.3389e+25,-1.3424e+25
5.8011e+00,-1.2744e+25,-1.2778e+25
5.8021e+00,-1.2102e+25,-1.2136e+25
5.8031e+00,-1.1466e+25,-1.1499e+25
5.8041e+00,-1.0836e+25,-1.0869e+25
5.8051e+00,-1.0213e+25,-1.0246e+25
5.8061e+00,-9.5998e+24,-9.6319e+24
5.8070e+00,-8.9962e+24,-9.0278e+24
5.8080e+00,-8.4038e+24,-8.4349e+24
5.8090e+00,-7.8237e+24,-7.8542e+24
5.8100e+00,-7.2569e+24,-7.2869e+24
5.8110e+00,-6.7047e+24,-6.7340e+24
5.8120e+00,-6.1679e+24,-6.1965e+24
5.8130e+00,-5.6476e+24,-5.6755e+24
5.8140e+00,-5.1446e+24,-5.1719e+24
5.8150e+00,-4.6597e+24,-4.6864e+24
5.8160e+00,-4.1938e+24,-4.2197e+24
5.8169e+00,-3.7472e+24,-3.7723e+24
5.8179e+00,-3.3202e+24,-3.3446e+24
5.8189e+00,-2.9129e+24,-2.9365e+24
5.8199e+00,-2.5247e+24,-2.5474e+24
5.8209e+00,-2.1544e+24,-2.1761e+24
5.8219e+00,-7.7554e+23,-7.9619e+23
5.8229e+00,-6.7469e+23,-6.9287e+23
5.8239e+00,-5.8088e+23,-5.9560e+23
5.8249e+00,-4.9566e+23,-5.0618e+23
5.8259e+00,-4.1510e+23,-4.2157e+23
5.8269e+00,-3.3333e+23,-3.3682e+23
5.8279e+00,-2.4065e+23,-2.4347e+23
5.8288e+00,-1.6880e+23,-1.7020e+23
5.8298e+00,-1.0175e+23,-1.0257e+23
5.8308e+00,-2.0012e+22,-2.1942e+22
5.8318e+00,3.4133e+20,-3.9465e+21
5.8328e+00,2.7525e+22,-3.0162e+20
5.8338e+00,5.9396e+23,-1.7787e+20
5.8348e+00,1.4944e+25,-5.6676e+20
5.8358e+00,1.5239e+25,-2.6324e+21
5.8368e+00,1.5523e+25,-6.7513e+21
5.8378e+00,1.5729e+25,-1.2935e+22
5.8388e+00,1.5864e+25,-2.0993e+22
5.8398e+00,1.5947e+25,-3.0725e+22
5.8407e+00,1.5994e+25,-4.1976e+22
5.8417e+00,1.6019e+25,-5.4646e+22
5.8427e+00,1.6030e+25,-6.8671e+22
5.8437e+00,1.6031e+25,-8.4007e+22
5.8447e+00,1.6026e+25,-1.0062e+23
5.8457e+00,1.6017e+25,-1.1847e+23
5.8467e+00,1.6005e+25,-1.3753e+23
5.8477e+00,1.5991e+25,-1.5776e+23
5.8487e+00,1.5975e+25,-1.7911e+23
5.8497e+00,1.5958e+25,-2.0153e+23
5.8506e+00,1.5939e+25,-2.2497e+23
5.8516e+00,1.5919e+25,-2.4937e+23
5.8526e+00,1.5899e+25,-2.7466e+23
5.8536e+00,1.5877e+25,-3.0078e+23
5.8546e+00,1.5855e+25,-3.2767e+23
5.8556e+00,1.5832e+25,-3.5524e+23
5.8566e+00,1.5808e+25,-3.8343e+23
5.8576e+00,1.5784e+25,-4.1217e+23
5.8586e+00,1.5760e+25,-4.4137e+23
5.8596e+00,1.5735e+25,-4.7095e+23
5.8606e+00,1.5710e+25,-5.0084e+23
5.8615e+00,1.5684e+25,-5.3096e+23
5.8625e+00,1.5659e+25,-5.6123e+23
5.8635e+00,1.5633e+25,-5.9156e+23
5.8645e+00,1.5608e+25,-6.2187e+23
5.8655e+00,1.5582e+25,-6.5208e+23
5.8665e+00,1.5557e+25,-6.8211e+23
5.8675e+00,1.5532e+25,-7.1188e+23
5.8685e+00,1.5507e+25,-7.4130e+23
5.8695e+00,1.5483e+25,-7.7029e+23
5.8705e+00,1.5459e+25,-7.9875e+23
5.8714e+00,1.5436e+25,-8.2660e+23
5.8724e+00,1.5414e+25,-8.5373e+23
5.8734e+00,1.5392e+25,-8.8001e+23
5.8744e+00,1.5370e+25,-9.0528e+23
5.8754e+00,1.5349e+25,-9.2932e+23
5.8764e+00,1.5329e+25,-9.5180e+23
5.8774e+00,1.5308e+25,-9.7222e+23
5.8784e+00,1.5287e+25,-9.8977e+23
5.8794e+00,1.5265e+25,-1.0031e+24
5.8804e+00,1.5239e+25,-1.0102e+24
5.8813e+00,1.5208e+25,-1.0075e+24
5.8823e+00,1.5168e+25,-9.8929e+23
5.8833e+00,1.5114e+25,-9.4695e+23
5.8843e+00,1.5040e+25,-8.6757e+23
5.8853e+00,1.4943e+25,-7.3468e+23
5.8863e+00,1.4841e+25,-5.3475e+23
5.8873e+00,-9.1826e+23,-1.6811e+24
5.8883e+00,-3.9021e+24,-3.9563e+24
5.8893e+00,-6.5258e+24,-6.5337e+24
5.8903e+00,-8.1616e+24,-8.1648e+24
5.8913e+00,-9.0819e+24,-9.0845e+24
5.8923e+00,-1.0446e+25,-1.0459e+25
5.8932e+00,-1.0104e+25,-1.0121e+25
5.8942e+00,-9.5097e+24,-9.5312e+24
5.8952e+00,-9.3714e+24,-9.3932e+24
5.8962e+00,-9.2478e+24,-9.2689e+24
5.8972e+00,-9.1171e+24,-9.1370e+24
5.8982e+00,-8.9577e+24,-8.9765e+24
5.8992e+00,-2.0000e+25,-2.0017e+25
5.9002e+00,-2.0472e+25,-2.0491e+25
5.9012e+00,-2.0617e+25,-2.0636e+25
5.9022e+00,-2.0585e+25,-2.0606e+25
5.9032e+00,-2.0453e+25,-2.0474e+25
5.9042e+00,-2.0257e+25,-2.0279e+25
5.9051e+00,-2.0019e+25,-2.0041e+25
5.9061e+00,-1.9750e+25,-1.9773e+25
5.9071e+00,-1.9457e+25,-1.9481e+25
5.9081e+00,-1.9144e+25,-1.9168e+25
5.9091e+00,-1.8813e+25,-1.8838e+25
5.9101e+00,-1.8466e+25,-1.8491e+25
5.9111e+00,-1.8103e+25,-1.8129e+25
5.9121e+00,-1.7727e+25,-1.7752e+25
5.9131e+00,-1.7337e+25,-1.7363e+25
5.9141e+00,-1.6935e+25,-1.6961e+25
5.9150e+00,-1.6522e+25,-1.6548e+25
5.9160e+00,-1.6098e+25,-1.6124e+25
5.9170e+00,-1.5664e+25,-1.5691e+25
5.9180e+00,-1.5221e+25,-1.5248e+25
5.9190e+00,-1.4770e+25,-1.4797e+25
5.9200e+00,-1.4312e+25,-1.4339e+25
5.9210e+00,-1.3847e+25,-1.3874e+25
5.9220e+00,-1.3377e+25,-1.3404e+25
5.9230e+00,-1.2903e+25,-1.2929e+25
5.9240e+00,-1.2424e+25,-1.2451e+25
5.9250e+00,-1.1943e+25,-1.1970e+25
5.9259e+00,-1.1461e+25,-1.1487e+25
5.9269e+00,-1.0977e+25,-1.1003e+25
5.9279e+00,-1.0493e+25,-1.0519e+25
5.9289e+00,-1.0011e+25,-1.0037e+25
5.9299e+00,-9.5300e+24,-9.5556e+24
5.9309e+00,-9.0521e+24,-9.0775e+24
5.9319e+00,-8.5781e+24,-8.6031e+24
5.9329e+00,-8.1087e+24,-8.1334e+24
5.9339e+00,-7.6449e+24,-7.6693e+24
5.9349e+00,-7.1876e+24,-7.2116e+24
5.9358e+00,-6.7376e+24,-6.7613e+24
5.9368e+00,-6.2959e+24,-6.3191e+24
5.9378e+00,-5.8633e+24,-5.8860e+24
5.9388e+00,-5.4405e+24,-5.4628e+24
5.9398e+00,-5.0284e+24,-5.0503e+24
5.9408e+00,-4.6278e+24,-4.6492e+24
5.9418e+00,-4.2393e+24,-4.2602e+24
5.9428e+00,-3.8637e+24,-3.8841e+24
5.9438e+00,-3.5015e+24,-3.5214e+24
5.9448e+00,-3.1533e+24,-3.1727e+24
5.9457e+00,-2.8195e+24,-2.8382e+24
5.9467e+00,-2.5002e+24,-2.5184e+24
5.9477e+00,-2.1954e+24,-2.2130e+24
5.9487e+00,-1.9047e+24,-1.9217e+24
5.9497e+00,-1.6272e+24,-1.6435e+24
5.9507e+00,-5.8670e+23,-6.0212e+23
5.9517e+00,-5.1125e+23,-5.2482e+23
5.9527e+00,-4.4103e+23,-4.5202e+23
5.9537e+00,-3.7722e+23,-3.8508e+23
5.9547e+00,-3.1685e+23,-3.2169e+23
5.9557e+00,-2.5544e+23,-2.5805e+23
5.9567e+00,-1.8545e+23,-1.8756e+23
5.9576e+00,-1.3112e+23,-1.3217e+23
5.9586e+00,-8.0067e+22,-8.0680e+22
5.9596e+00,-1.6230e+22,-1.7671e+22
5.9606e+00,-1.6231e+20,-3.3651e+21
5.9616e+00,2.0442e+22,-3.3417e+20
5.9626e+00,4.4343e+23,-1.2218e+20
5.9636e+00,1.1156e+25,-3.8667e+20
5.9646e+00,1.1377e+25,-1.8493e+21
5.9656e+00,1.1590e+25,-4.8191e+21
5.9666e+00,1.1744e+25,-9.3231e+21
5.9676e+00,1.1845e+25,-1.5230e+22
5.9686e+00,1.1907e+25,-2.2393e+22
5.9695e+00,1.1943e+25,-3.0700e+22
5.9705e+00,1.1962e+25,-4.0075e+22
5.9715e+00,1.1970e+25,-5.0468e+22
5.9725e+00,1.1971e+25,-6.1847e+22
5.9735e+00,1.1968e+25,-7.4185e+22
5.9745e+00,1.1961e+25,-8.7458e+22
5.9755e+00,1.1952e+25,-1.0164e+23
5.9765e+00,1.1941e+25,-1.1669e+23
5.9775e+00,1.1930e+25,-1.3259e+23
5.9785e+00,1.1917e+25,-1.4930e+23
5.9794e+00,1.1903e+25,-1.6677e+23
5.9804e+00,1.1888e+25,-1.8496e+23
5.9814e+00,1.1873e+25,-2.0383e+23
5.9824e+00,1.1857e+25,-2.2333e+23
5.9834e+00,1.1840e+25,-2.4340e+23
5.9844e+00,1.1823e+25,-2.6399e+23
5.9854e+00,1.1805e+25,-2.8504e+23
5.9864e+00,1.1787e+25,-3.0651e+23
5.9874e+00,1.1769e+25,-3.2833e+23
5.9884e+00,1.1750e+25,-3.5045e+23
5.9894e+00,1.1732e+25,-3.7280e+23
5.9903e+00,1.1713e+25,-3.9532e+23
5.9913e+00,1.1694e+25,-4.1796e+23
5.9923e+00,1.1674e+25,-4.4066e+23
5.9933e+00,1.1655e+25,-4.6335e+23
5.9943e+00,1.1636e+25,-4.8596e+23
5.9953e+00,1.1617e+25,-5.0845e+23
5.9963e+00,1.1599e+25,-5.3075e+23
5.9973e+00,1.1580e+25,-5.5279e+23
5.9983e+00,1.1562e+25,-5.7451e+23
5.9993e+00,1.1544e+25,-5.9585e+23
6.0002e+00,1.1527e+25,-6.1673e+23
6.0012e+00,1.1510e+25,-6.3708e+23
6.0022e+00,1.1493e+25,-6.5680e+23
6.0032e+00,1.1477e+25,-6.7576e+23
6.0042e+00,1.1461e+25,-6.9381e+23
6.0052e+00,1.1446e+25,-7.1070e+23
6.0062e+00,1.1431e+25,-7.2604e+23
6.0072e+00,1.1415e+25,-7.3924e+23
6.0082e+00,1.1398e+25,-7.4931e+23
6.0092e+00,1.1378e+25,-7.5466e+23
6.0101e+00,1.1355e+25,-7.5267e+23
6.0111e+00,1.1325e+25,-7.3915e+23
6.0121e+00,1.1284e+25,-7.0754e+23
6.0131e+00,1.1228e+25,-6.4822e+23
6.0141e+00,1.1156e+25,-5.4892e+23
6.0151e+00,1.1080e+25,-3.9953e+23
6.0161e+00,-6.8176e+23,-1.2513e+24
6.0171e+00,-2.9040e+24,-2.9444e+24
6.0181e+00,-4.8569e+24,-4.8629e+24
6.0191e+00,-6.0750e+24,-6.0774e+24
6.0201e+00,-6.7608e+24,-6.7628e+24
6.0211e+00,-7.7772e+24,-7.7871e+24
6.0220e+00,-7.5237e+24,-7.5361e+24
6.0230e+00,-7.0818e+24,-7.0978e+24
6.0240e+00,-6.9797e+24,-6.9959e+24
6.0250e+00,-6.8884e+24,-6.9041e+24
6.0260e+00,-6.7919e+24,-6.8068e+24
6.0270e+00,-6.6740e+24,-6.6880e+24
6.0280e+00,-1.4903e+25,-1.4916e+25
6.0290e+00,-1.5257e+25,-1.5271e+25
6.0300e+00,-1.5366e+25,-1.5381e+25
6.0310e+00,-1.5345e+25,-1.5360e+25
6.0320e+00,-1.5248e+25,-1.5264e+25
6.0330e+00,-1.5104e+25,-1.5120e+25
6.0339e+00,-1.4929e+25,-1.4945e+25
6.0349e+00,-1.4730e+25,-1.4747e+25
6.0359e+00,-1.4514e+25,-1.4531e+25
6.0369e+00,-1.4282e+25,-1.4300e+25
6.0379e+00,-1.4037e+25,-1.4055e+25
6.0389e+00,-1.3780e+25,-1.3798e+25
6.0399e+00,-1.3511e+25,-1.3530e+25
6.0409e+00,-1.3232e+25,-1.3251e+25
6.0419e+00,-1.2943e+25,-1.2963e+25
6.0429e+00,-1.2645e+25,-1.2665e+25
6.0438e+00,-1.2339e+25,-1.2358e+25
6.0448e+00,-1.2024e+25,-1.2044e+25
6.0458e+00,-1.1702e+25,-1.1722e+25
6.0468e+00,-1.1373e+25,-1.1393e+25
6.0478e+00,-1.1038e+25,-1.1058e+25
6.0488e+00,-1.0697e+25,-1.0718e+25
6.0498e+00,-1.0352e+25,-1.0372e+25
6.0508e+00,-1.0003e+25,-1.0023e+25
6.0518e+00,-9.6498e+24,-9.6699e+24
6.0528e+00,-9.2941e+24,-9.3141e+24
6.0538e+00,-8.9362e+24,-8.9561e+24
6.0547e+00,-8.5769e+24,-8.5967e+24
6.0557e+00,-8.2169e+24,-8.2366e+24
6.0567e+00,-7.8569e+24,-7.8764e+24
6.0577e+00,-7.4975e+24,-7.5168e+24
6.0587e+00,-7.1395e+24,-7.1586e+24
6.0597e+00,-6.7834e+24,-6.8024e+24
6.0607e+00,-6.4302e+24,-6.4489e+24
6.0617e+00,-6.0803e+24,-6.0988e+24
6.0627e+00,-5.7345e+24,-5.7527e+24
6.0637e+00,-5.3934e+24,-5.4114e+24
6.0646e+00,-5.0578e+24,-5.0754e+24
6.0656e+00,-4.7281e+24,-4.7455e+24
6.0666e+00,-4.4052e+24,-4.4222e+24
6.0676e+00,-4.0895e+24,-4.1062e+24
6.0686e+00,-3.7817e+24,-3.7981e+24
6.0696e+00,-3.4824e+24,-3.4984e+24
6.0706e+00,-3.1921e+24,-3.2077e+24
6.0716e+00,-2.9112e+24,-2.9265e+24
6.0726e+00,-2.6403e+24,-2.6552e+24
6.0736e+00,-2.3797e+24,-2.3942e+24
6.0745e+00,-2.1297e+24,-2.1438e+24
6.0755e+00,-1.8905e+24,-1.9041e+24
6.0765e+00,-1.6620e+24,-1.6752e+24
6.0775e+00,-1.4439e+24,-1.4566e+24
6.0785e+00,-1.2355e+24,-1.2476e+24
6.0795e+00,-4.4639e+23,-4.5793e+23
6.0805e+00,-3.8984e+23,-4.0000e+23
6.0815e+00,-3.3718e+23,-3.4540e+23
6.0825e+00,-2.8932e+23,-2.9520e+23
6.0835e+00,-2.4399e+23,-2.4761e+23
6.0845e+00,-1.9773e+23,-1.9969e+23
6.0855e+00,-1.4463e+23,-1.4620e+23
6.0864e+00,-1.0334e+23,-1.0412e+23
6.0874e+00,-6.4179e+22,-6.4639e+22
6.0884e+00,-1.3518e+22,-1.4596e+22
6.0894e+00,-5.8631e+20,-2.9820e+21
6.0904e+00,1.5147e+22,-3.8569e+20
6.0914e+00,3.3145e+23,-9.5789e+19
6.0924e+00,8.3390e+24,-2.5852e+20
6.0934e+00,8.5044e+24,-1.2739e+21
6.0944e+00,8.6636e+24,-3.3856e+21
6.0954e+00,8.7794e+24,-6.6318e+21
6.0964e+00,8.8552e+24,-1.0926e+22
6.0974e+00,8.9019e+24,-1.6162e+22
6.0983e+00,8.9289e+24,-2.2259e+22
6.0993e+00,8.9433e+24,-2.9160e+22
6.1003e+00,8.9494e+24,-3.6828e+22
6.1013e+00,8.9503e+24,-4.5237e+22
6.1023e+00,8.9478e+24,-5.4368e+22
6.1033e+00,8.9429e+24,-6.4200e+22
6.1043e+00,8.9364e+24,-7.4716e+22
6.1053e+00,8.9286e+24,-8.5890e+22
6.1063e+00,8.9198e+24,-9.7700e+22
6.1073e+00,8.9102e+24,-1.1012e+23
6.1082e+00,8.8999e+24,-1.2311e+23
6.1092e+00,8.8890e+24,-1.3665e+23
6.1102e+00,8.8776e+24,-1.5069e+23
6.1112e+00,8.8657e+24,-1.6521e+23
6.1122e+00,8.8533e+24,-1.8016e+23
6.1132e+00,8.8405e+24,-1.9551e+23
6.1142e+00,8.8274e+24,-2.1121e+23
6.1152e+00,8.8140e+24,-2.2723e+23
6.1162e+00,8.8003e+24,-2.4351e+23
6.1172e+00,8.7864e+24,-2.6002e+23
6.1182e+00,8.7724e+24,-2.7671e+23
6.1191e+00,8.7582e+24,-2.9353e+23
6.1201e+00,8.7439e+24,-3.1045e+23
6.1211e+00,8.7296e+24,-3.2742e+23
6.1221e+00,8.7153e+24,-3.4438e+23
6.1231e+00,8.7011e+24,-3.6130e+23
6.1241e+00,8.6869e+24,-3.7812e+23
6.1251e+00,8.6729e+24,-3.9481e+23
6.1261e+00,8.6591e+24,-4.1131e+23
6.1271e+00,8.6455e+24,-4.2758e+23
6.1281e+00,8.6322e+24,-4.4357e+23
6.1290e+00,8.6191e+24,-4.5922e+23
6.1300e+00,8.6064e+24,-4.7448e+23
6.1310e+00,8.5940e+24,-4.8927e+23
6.1320e+00,8.5819e+24,-5.0351e+23
6.1330e+00,8.5701e+24,-5.1706e+23
6.1340e+00,8.5584e+24,-5.2975e+23
6.1350e+00,8.5468e+24,-5.4128e+23
6.1360e+00,8.5349e+24,-5.5122e+23
6.1370e+00,8.5220e+24,-5.5883e+23
6.1380e+00,8.5075e+24,-5.6291e+23
6.1389e+00,8.4899e+24,-5.6150e+23
6.1399e+00,8.4671e+24,-5.5148e+23
6.1409e+00,8.4363e+24,-5.2795e+23
6.1419e+00,8.3943e+24,-4.8373e+23
6.1429e+00,8.3399e+24,-4.0964e+23
6.1439e+00,8.2824e+24,-2.9817e+23
6.1449e+00,-5.0561e+23,-9.3134e+23
6.1459e+00,-2.1613e+24,-2.1915e+24
6.1469e+00,-3.6153e+24,-3.6197e+24
6.1479e+00,-4.5227e+24,-4.5244e+24
6.1489e+00,-5.0340e+24,-5.0355e+24
6.1499e+00,-5.7917e+24,-5.7991e+24
6.1508e+00,-5.6039e+24,-5.6131e+24
6.1518e+00,-5.2755e+24,-5.2875e+24
6.1528e+00,-5.2003e+24,-5.2125e+24
6.1538e+00,-5.1331e+24,-5.1449e+24
6.1548e+00,-5.0621e+24,-5.0732e+24
6.1558e+00,-4.9750e+24,-4.9855e+24
6.1568e+00,-1.1111e+25,-1.1121e+25
6.1578e+00,-1.1377e+25,-1.1387e+25
6.1588e+00,-1.1460e+25,-1.1471e+25
6.1598e+00,-1.1446e+25,-1.1458e+25
6.1608e+00,-1.1376e+25,-1.1388e+25
6.1618e+00,-1.1271e+25,-1.1283e+25
6.1627e+00,-1.1142e+25,-1.1154e+25
6.1637e+00,-1.0996e+25,-1.1008e+25
6.1647e+00,-1.0836e+25,-1.0849e+25
6.1657e+00,-1.0665e+25,-1.0678e+25
6.1667e+00,-1.0484e+25,-1.0498e+25
6.1677e+00,-1.0294e+25,-1.0308e+25
6.1687e+00,-1.0095e+25,-1.0109e+25
6.1697e+00,-9.8887e+24,-9.9031e+24
6.1707e+00,-9.6748e+24,-9.6893e+24
6.1717e+00,-9.4540e+24,-9.4686e+24
6.1726e+00,-9.2267e+24,-9.2414e+24
6.1736e+00,-8.9933e+24,-9.0082e+24
6.1746e+00,-8.7544e+24,-8.7693e+24
6.1756e+00,-8.5103e+24,-8.5253e+24
6.1766e+00,-8.2616e+24,-8.2767e+24
6.1776e+00,-8.0088e+24,-8.0238e+24
6.1786e+00,-7.7522e+24,-7.7673e+24
6.1796e+00,-7.4925e+24,-7.5076e+24
6.1806e+00,-7.2301e+24,-7.2452e+24
6.1816e+00,-6.9656e+24,-6.9806e+24
6.1826e+00,-6.6994e+24,-6.7143e+24
6.1835e+00,-6.4320e+24,-6.4469e+24
6.1845e+00,-6.1640e+24,-6.1788e+24
6.1855e+00,-5.8959e+24,-5.9105e+24
6.1865e+00,-5.6282e+24,-5.6427e+24
6.1875e+00,-5.3614e+24,-5.3758e+24
6.1885e+00,-5.0961e+24,-5.1103e+24
6.1895e+00,-4.8327e+24,-4.8467e+24
6.1905e+00,-4.5717e+24,-4.5855e+24
6.1915e+00,-4.3137e+24,-4.3273e+24
6.1925e+00,-4.0591e+24,-4.0726e+24
6.1934e+00,-3.8085e+24,-3.8217e+24
6.1944e+00,-3.5623e+24,-3.5753e+24
6.1954e+00,-3.3209e+24,-3.3337e+24
6.1964e+00,-3.0850e+24,-3.0975e+24
6.1974e+00,-2.8548e+24,-2.8671e+24
6.1984e+00,-2.6308e+24,-2.6428e+24
6.1994e+00,-2.4135e+24,-2.4252e+24
6.2004e+00,-2.2031e+24,-2.2146e+24
6.2014e+00,-2.0001e+24,-2.0113e+24
6.2024e+00,-1.8047e+24,-1.8156e+24
6.2033e+00,-1.6171e+24,-1.6277e+24
6.2043e+00,-1.4375e+24,-1.4477e+24
6.2053e+00,-1.2658e+24,-1.2756e+24
6.2063e+00,-1.1017e+24,-1.1112e+24
6.2073e+00,-9.4463e+23,-9.5372e+23
6.2083e+00,-3.4225e+23,-3.5090e+23
6.2093e+00,-2.9978e+23,-3.0739e+23
6.2103e+00,-2.6019e+23,-2.6635e+23
6.2113e+00,-2.2421e+23,-2.2862e+23
6.2123e+00,-1.9009e+23,-1.9280e+23
6.2133e+00,-1.5512e+23,-1.5659e+23
6.2143e+00,-1.1457e+23,-1.1576e+23
6.2152e+00,-8.3007e+22,-8.3592e+22
6.2162e+00,-5.2689e+22,-5.3033e+22
6.2172e+00,-1.1636e+22,-1.2445e+22
6.2182e+00,-9.6806e+20,-2.7635e+21
6.2192e+00,1.1172e+22,-4.6070e+20
6.2202e+00,2.4814e+23,-9.6385e+19
6.2212e+00,6.2435e+24,-1.7182e+20
6.2222e+00,6.3675e+24,-8.5906e+20
6.2232e+00,6.4869e+24,-2.3332e+21
6.2242e+00,6.5739e+24,-4.6410e+21
6.2252e+00,6.6310e+24,-7.7287e+21
6.2262e+00,6.6661e+24,-1.1524e+22
6.2271e+00,6.6866e+24,-1.5966e+22
6.2281e+00,6.6974e+24,-2.1014e+22
6.2291e+00,6.7022e+24,-2.6640e+22
6.2301e+00,6.7030e+24,-3.2825e+22
6.2311e+00,6.7012e+24,-3.9553e+22
6.2321e+00,6.6977e+24,-4.6810e+22
6.2331e+00,6.6929e+24,-5.4581e+22
6.2341e+00,6.6872e+24,-6.2848e+22
6.2351e+00,6.6807e+24,-7.1594e+22
6.2361e+00,6.6736e+24,-8.0797e+22
6.2370e+00,6.6660e+24,-9.0436e+22
6.2380e+00,6.6580e+24,-1.0048e+23
6.2390e+00,6.6495e+24,-1.1092e+23
6.2400e+00,6.6406e+24,-1.2171e+23
6.2410e+00,6.6314e+24,-1.3283e+23
6.2420e+00,6.6220e+24,-1.4425e+23
6.2430e+00,6.6122e+24,-1.5594e+23
6.2440e+00,6.6022e+24,-1.6787e+23
6.2450e+00,6.5920e+24,-1.8001e+23
6.2460e+00,6.5817e+24,-1.9232e+23
6.2470e+00,6.5712e+24,-2.0477e+23
6.2479e+00,6.5606e+24,-2.1733e+23
6.2489e+00,6.5500e+24,-2.2996e+23
