Grid Pos (microns),U Total (1/cm3s),U Stim (1/cm3s)
3.3177e+00,6.7838e+27,2.5811e+27
3.3178e+00,6.7868e+27,2.5841e+27
3.3179e+00,6.7899e+27,2.5871e+27
3.3180e+00,6.7928e+27,2.5901e+27
3.3181e+00,6.7958e+27,2.5931e+27
3.3182e+00,6.7987e+27,2.5960e+27
3.3183e+00,6.8016e+27,2.5988e+27
3.3184e+00,2.0196e+28,8.2713e+24
3.3185e+00,2.0196e+28,8.3903e+24
3.3186e+00,2.0196e+28,8.4978e+24
3.3187e+00,2.0195e+28,8.5951e+24
3.3188e+00,2.0195e+28,8.6832e+24
3.3189e+00,2.0195e+28,8.7629e+24
3.3190e+00,2.0195e+28,8.8352e+24
3.3191e+00,2.0194e+28,8.9008e+24
3.3192e+00,2.0194e+28,8.9604e+24
3.3193e+00,2.0193e+28,9.0146e+24
3.3194e+00,2.0193e+28,9.0639e+24
3.3195e+00,2.0192e+28,9.1089e+24
3.3196e+00,2.0192e+28,9.1500e+24
3.3197e+00,2.0191e+28,9.1875e+24
3.3198e+00,2.0191e+28,9.2219e+24
3.3199e+00,2.0190e+28,9.2535e+24
3.3200e+00,2.0190e+28,9.2825e+24
3.3201e+00,2.0189e+28,9.3091e+24
3.3202e+00,2.0189e+28,9.3337e+24
3.3203e+00,2.0188e+28,9.3564e+24
3.3204e+00,2.0188e+28,9.3775e+24
3.3205e+00,2.0187e+28,9.3969e+24
3.3206e+00,2.0187e+28,9.4151e+24
3.3207e+00,2.0186e+28,9.4319e+24
3.3208e+00,2.0186e+28,9.4476e+24
3.3209e+00,2.0185e+28,9.4623e+24
3.3210e+00,2.0185e+28,9.4760e+24
3.3211e+00,2.0184e+28,9.4889e+24
3.3212e+00,2.0184e+28,9.5010e+24
3.3213e+00,2.0183e+28,9.5124e+24
3.3214e+00,2.0183e+28,9.5231e+24
3.3215e+00,2.0182e+28,9.5333e+24
3.3216e+00,2.0181e+28,9.5428e+24
3.3217e+00,2.0181e+28,9.5519e+24
3.3218e+00,2.0180e+28,9.5605e+24
3.3219e+00,2.0180e+28,9.5686e+24
3.3220e+00,2.0179e+28,9.5764e+24
3.3221e+00,2.0179e+28,9.5837e+24
3.3222e+00,2.0178e+28,9.5907e+24
3.3223e+00,2.0178e+28,9.5974e+24
3.3224e+00,2.0177e+28,9.6037e+24
3.3225e+00,2.0177e+28,9.6098e+24
3.3226e+00,2.0176e+28,9.6155e+24
3.3227e+00,2.0176e+28,9.6210e+24
3.3228e+00,2.0175e+28,9.6262e+24
3.3229e+00,2.0175e+28,9.6311e+24
3.3230e+00,2.0174e+28,9.6358e+24
3.3231e+00,2.0174e+28,9.6402e+24
3.3232e+00,2.0173e+28,9.6444e+24
3.3233e+00,2.0173e+28,9.6484e+24
3.3234e+00,2.0172e+28,9.6521e+24
3.3235e+00,2.0172e+28,9.6555e+24
3.3236e+00,2.0171e+28,9.6588e+24
3.3237e+00,2.0170e+28,9.6617e+24
3.3238e+00,2.0170e+28,9.6645e+24
3.3239e+00,2.0169e+28,9.6669e+24
3.3240e+00,2.0169e+28,9.6691e+24
3.3241e+00,2.0168e+28,9.6711e+24
3.3242e+00,2.0168e+28,9.6727e+24
3.3243e+00,2.0167e+28,9.6741e+24
3.3244e+00,2.0167e+28,9.6751e+24
3.3245e+00,2.0166e+28,9.6759e+24
3.3246e+00,2.0166e+28,9.6763e+24
3.3247e+00,2.0165e+28,9.6763e+24
3.3248e+00,2.0165e+28,9.6759e+24
3.3249e+00,2.0164e+28,9.6751e+24
3.3250e+00,2.0164e+28,9.6739e+24
3.3251e+00,2.0163e+28,9.6722e+24
3.3252e+00,2.0163e+28,9.6699e+24
3.3253e+00,2.0162e+28,9.6671e+24
3.3254e+00,2.0162e+28,9.6637e+24
3.3255e+00,2.0161e+28,9.6596e+24
3.3256e+00,2.0161e+28,9.6548e+24
3.3257e+00,2.0160e+28,9.6492e+24
3.3258e+00,2.0159e+28,9.6427e+24
3.3259e+00,2.0159e+28,9.6352e+24
3.3260e+00,2.0158e+28,9.6267e+24
3.3261e+00,2.0158e+28,9.6170e+24
3.3262e+00,2.0157e+28,9.6060e+24
3.3263e+00,2.0157e+28,9.5936e+24
3.3264e+00,2.0156e+28,9.5797e+24
3.3265e+00,2.0156e+28,9.5639e+24
3.3266e+00,2.0155e+28,9.5463e+24
3.3267e+00,2.0155e+28,9.5265e+24
3.3268e+00,2.0154e+28,9.5043e+24
3.3269e+00,2.0153e+28,9.4795e+24
3.3270e+00,2.0153e+28,9.4517e+24
3.3271e+00,2.0152e+28,9.4207e+24
3.3272e+00,2.0152e+28,9.3860e+24
3.3273e+00,2.0151e+28,9.3473e+24
3.3274e+00,2.0150e+28,9.3041e+24
3.3275e+00,2.0149e+28,9.2558e+24
3.3276e+00,2.0149e+28,9.2020e+24
3.3277e+00,2.0148e+28,9.1419e+24
3.3278e+00,2.0147e+28,9.0749e+24
3.3279e+00,2.0146e+28,9.0001e+24
3.3280e+00,2.0145e+28,8.9167e+24
3.3281e+00,2.0144e+28,8.8237e+24
3.3282e+00,2.0143e+28,8.7199e+24
3.3283e+00,2.0142e+28,8.6043e+24
3.3284e+00,6.8803e+27,2.6982e+27
3.3285e+00,6.8794e+27,2.6973e+27
3.3286e+00,6.8786e+27,2.6965e+27
3.3287e+00,6.8777e+27,2.6956e+27
3.3288e+00,6.8767e+27,2.6946e+27
3.3289e+00,6.8757e+27,2.6936e+27
3.3290e+00,6.8747e+27,2.6926e+27
3.3291e+00,6.8737e+27,2.6916e+27
3.3292e+00,6.8726e+27,2.6905e+27
3.3293e+00,6.8714e+27,2.6893e+27
3.3294e+00,6.8703e+27,2.6882e+27
3.3295e+00,6.8690e+27,2.6869e+27
3.3296e+00,6.8678e+27,2.6857e+27
3.3297e+00,6.8665e+27,2.6844e+27
3.3298e+00,6.8652e+27,2.6831e+27
3.3299e+00,6.8638e+27,2.6817e+27
3.3300e+00,6.8624e+27,2.6803e+27
3.3301e+00,6.8610e+27,2.6789e+27
3.3302e+00,6.8595e+27,2.6774e+27
3.3303e+00,6.8580e+27,2.6759e+27
3.3304e+00,6.8565e+27,2.6744e+27
3.3305e+00,6.8549e+27,2.6728e+27
3.3306e+00,6.8533e+27,2.6712e+27
3.3307e+00,6.8516e+27,2.6695e+27
3.3308e+00,6.8499e+27,2.6678e+27
3.3309e+00,6.8482e+27,2.6661e+27
3.3310e+00,6.8464e+27,2.6643e+27
3.3311e+00,6.8446e+27,2.6625e+27
3.3312e+00,6.8428e+27,2.6607e+27
3.3313e+00,6.8409e+27,2.6588e+27
3.3314e+00,6.8390e+27,2.6569e+27
3.3315e+00,6.8370e+27,2.6549e+27
3.3316e+00,6.8350e+27,2.6529e+27
3.3317e+00,6.8330e+27,2.6509e+27
3.3318e+00,6.8309e+27,2.6488e+27
3.3319e+00,6.8288e+27,2.6467e+27
3.3320e+00,6.8267e+27,2.6446e+27
3.3321e+00,6.8245e+27,2.6424e+27
3.3322e+00,6.8223e+27,2.6402e+27
3.3323e+00,6.8201e+27,2.6380e+27
3.3324e+00,6.8178e+27,2.6357e+27
3.3325e+00,6.8155e+27,2.6334e+27
3.3326e+00,6.8131e+27,2.6310e+27
3.3327e+00,6.8107e+27,2.6286e+27
3.3328e+00,6.8083e+27,2.6262e+27
3.3329e+00,6.8058e+27,2.6237e+27
3.3330e+00,6.8033e+27,2.6212e+27
3.3331e+00,6.8008e+27,2.6187e+27
3.3332e+00,6.7982e+27,2.6161e+27
3.3333e+00,6.7956e+27,2.6135e+27
3.3334e+00,6.7930e+27,2.6109e+27
3.3335e+00,6.7903e+27,2.6082e+27
3.3336e+00,6.7876e+27,2.6055e+27
3.3337e+00,6.7849e+27,2.6028e+27
3.3338e+00,6.7821e+27,2.6000e+27
3.3339e+00,6.7793e+27,2.5972e+27
3.3340e+00,6.7764e+27,2.5943e+27
3.3341e+00,6.7735e+27,2.5914e+27
3.3342e+00,6.7706e+27,2.5885e+27
3.3343e+00,6.7677e+27,2.5856e+27
3.3344e+00,6.7647e+27,2.5826e+27
3.3345e+00,6.7616e+27,2.5795e+27
3.3346e+00,6.7586e+27,2.5765e+27
3.3347e+00,6.7555e+27,2.5734e+27
3.3348e+00,6.7524e+27,2.5703e+27
3.3349e+00,6.7492e+27,2.5671e+27
3.3350e+00,6.7460e+27,2.5639e+27
3.3351e+00,6.7428e+27,2.5607e+27
3.3352e+00,6.7395e+27,2.5574e+27
3.3353e+00,6.7362e+27,2.5541e+27
3.3354e+00,6.7329e+27,2.5508e+27
3.3355e+00,6.7295e+27,2.5474e+27
3.3356e+00,6.7261e+27,2.5440e+27
3.3357e+00,6.7227e+27,2.5406e+27
3.3358e+00,6.7192e+27,2.5371e+27
3.3359e+00,6.7157e+27,2.5336e+27
3.3360e+00,6.7122e+27,2.5301e+27
3.3361e+00,6.7086e+27,2.5265e+27
3.3362e+00,6.7050e+27,2.5229e+27
3.3363e+00,6.7014e+27,2.5193e+27
3.3364e+00,6.6977e+27,2.5156e+27
3.3365e+00,6.6940e+27,2.5119e+27
3.3366e+00,6.6903e+27,2.5082e+27
3.3367e+00,6.6865e+27,2.5044e+27
3.3368e+00,6.6827e+27,2.5006e+27
3.3369e+00,6.6789e+27,2.4968e+27
3.3370e+00,6.6750e+27,2.4929e+27
3.3371e+00,6.6711e+27,2.4890e+27
3.3372e+00,6.6672e+27,2.4851e+27
3.3373e+00,6.6633e+27,2.4812e+27
3.3374e+00,6.6593e+27,2.4772e+27
3.3375e+00,6.6553e+27,2.4731e+27
3.3376e+00,6.6512e+27,2.4691e+27
3.3377e+00,6.6471e+27,2.4650e+27
3.3378e+00,6.6430e+27,2.4609e+27
3.3379e+00,6.6389e+27,2.4568e+27
3.3380e+00,6.6347e+27,2.4526e+27
3.3381e+00,6.6305e+27,2.4484e+27
3.3382e+00,6.6262e+27,2.4441e+27
3.3383e+00,6.6220e+27,2.4399e+27
3.3384e+00,1.9924e+28,7.7403e+24
3.3385e+00,1.9924e+28,7.8272e+24
3.3386e+00,1.9924e+28,7.9032e+24
3.3387e+00,1.9924e+28,7.9693e+24
3.3388e+00,1.9924e+28,8.0266e+24
3.3389e+00,1.9924e+28,8.0760e+24
3.3390e+00,1.9924e+28,8.1184e+24
3.3391e+00,1.9923e+28,8.1544e+24
3.3392e+00,1.9923e+28,8.1848e+24
3.3393e+00,1.9923e+28,8.2101e+24
3.3394e+00,1.9922e+28,8.2308e+24
3.3395e+00,1.9922e+28,8.2475e+24
3.3396e+00,1.9921e+28,8.2605e+24
3.3397e+00,1.9921e+28,8.2703e+24
3.3398e+00,1.9921e+28,8.2771e+24
3.3399e+00,1.9920e+28,8.2813e+24
3.3400e+00,1.9920e+28,8.2831e+24
3.3401e+00,1.9919e+28,8.2829e+24
3.3402e+00,1.9919e+28,8.2807e+24
3.3403e+00,1.9918e+28,8.2768e+24
3.3404e+00,1.9918e+28,8.2714e+24
3.3405e+00,1.9917e+28,8.2646e+24
3.3406e+00,1.9917e+28,8.2566e+24
3.3407e+00,1.9916e+28,8.2474e+24
3.3408e+00,1.9916e+28,8.2372e+24
3.3409e+00,1.9916e+28,8.2261e+24
3.3410e+00,1.9915e+28,8.2142e+24
3.3411e+00,1.9915e+28,8.2015e+24
3.3412e+00,1.9914e+28,8.1882e+24
3.3413e+00,1.9914e+28,8.1742e+24
3.3414e+00,1.9913e+28,8.1597e+24
3.3415e+00,1.9913e+28,8.1446e+24
3.3416e+00,1.9912e+28,8.1291e+24
3.3417e+00,1.9912e+28,8.1132e+24
3.3418e+00,1.9911e+28,8.0969e+24
3.3419e+00,1.9911e+28,8.0802e+24
3.3420e+00,1.9910e+28,8.0631e+24
3.3421e+00,1.9910e+28,8.0458e+24
3.3422e+00,1.9909e+28,8.0281e+24
3.3423e+00,1.9909e+28,8.0102e+24
3.3424e+00,1.9909e+28,7.9921e+24
3.3425e+00,1.9908e+28,7.9737e+24
3.3426e+00,1.9908e+28,7.9551e+24
3.3427e+00,1.9907e+28,7.9363e+24
3.3428e+00,1.9907e+28,7.9172e+24
3.3429e+00,1.9906e+28,7.8980e+24
3.3430e+00,1.9906e+28,7.8786e+24
3.3431e+00,1.9905e+28,7.8590e+24
3.3432e+00,1.9905e+28,7.8393e+24
3.3433e+00,1.9904e+28,7.8193e+24
3.3434e+00,1.9904e+28,7.7992e+24
3.3435e+00,1.9903e+28,7.7789e+24
3.3436e+00,1.9903e+28,7.7585e+24
3.3437e+00,1.9903e+28,7.7379e+24
3.3438e+00,1.9902e+28,7.7171e+24
3.3439e+00,1.9902e+28,7.6961e+24
3.3440e+00,1.9901e+28,7.6750e+24
3.3441e+00,1.9901e+28,7.6536e+24
3.3442e+00,1.9900e+28,7.6321e+24
3.3443e+00,1.9900e+28,7.6104e+24
3.3444e+00,1.9899e+28,7.5885e+24
3.3445e+00,1.9899e+28,7.5663e+24
3.3446e+00,1.9898e+28,7.5439e+24
3.3447e+00,1.9898e+28,7.5213e+24
3.3448e+00,1.9898e+28,7.4984e+24
3.3449e+00,1.9897e+28,7.4752e+24
3.3450e+00,1.9897e+28,7.4517e+24
3.3451e+00,1.9896e+28,7.4279e+24
3.3452e+00,1.9896e+28,7.4037e+24
3.3453e+00,1.9895e+28,7.3792e+24
3.3454e+00,1.9895e+28,7.3542e+24
3.3455e+00,1.9894e+28,7.3287e+24
3.3456e+00,1.9894e+28,7.3028e+24
3.3457e+00,1.9893e+28,7.2763e+24
3.3458e+00,1.9893e+28,7.2492e+24
3.3459e+00,1.9893e+28,7.2215e+24
3.3460e+00,1.9892e+28,7.1930e+24
3.3461e+00,1.9892e+28,7.1637e+24
3.3462e+00,1.9891e+28,7.1335e+24
3.3463e+00,1.9891e+28,7.1024e+24
3.3464e+00,1.9890e+28,7.0702e+24
3.3465e+00,1.9890e+28,7.0368e+24
3.3466e+00,1.9889e+28,7.0020e+24
3.3467e+00,1.9889e+28,6.9659e+24
3.3468e+00,1.9888e+28,6.9281e+24
3.3469e+00,1.9888e+28,6.8885e+24
3.3470e+00,1.9887e+28,6.8469e+24
3.3471e+00,1.9887e+28,6.8031e+24
3.3472e+00,1.9886e+28,6.7569e+24
3.3473e+00,1.9885e+28,6.7079e+24
3.3474e+00,1.9885e+28,6.6559e+24
3.3475e+00,1.9884e+28,6.6006e+24
3.3476e+00,1.9884e+28,6.5415e+24
3.3477e+00,1.9883e+28,6.4783e+24
3.3478e+00,1.9882e+28,6.4105e+24
3.3479e+00,1.9881e+28,6.3375e+24
3.3480e+00,1.9880e+28,6.2589e+24
3.3481e+00,1.9879e+28,6.1739e+24
3.3482e+00,1.9878e+28,6.0820e+24
3.3483e+00,1.9877e+28,5.9823e+24
3.3484e+00,6.0460e+27,1.8768e+27
3.3485e+00,6.0394e+27,1.8703e+27
3.3486e+00,6.0328e+27,1.8637e+27
3.3487e+00,6.0262e+27,1.8571e+27
3.3488e+00,6.0196e+27,1.8505e+27
3.3489e+00,6.0130e+27,1.8439e+27
3.3490e+00,6.0064e+27,1.8373e+27
3.3491e+00,5.9997e+27,1.8306e+27
3.3492e+00,5.9931e+27,1.8240e+27
3.3493e+00,5.9864e+27,1.8173e+27
3.3494e+00,5.9797e+27,1.8106e+27
3.3495e+00,5.9730e+27,1.8039e+27
3.3496e+00,5.9663e+27,1.7972e+27
3.3497e+00,5.9596e+27,1.7905e+27
3.3498e+00,5.9528e+27,1.7837e+27
3.3499e+00,5.9461e+27,1.7770e+27
3.3500e+00,5.9393e+27,1.7702e+27
3.3501e+00,5.9326e+27,1.7634e+27
3.3502e+00,5.9258e+27,1.7566e+27
3.3503e+00,5.9190e+27,1.7498e+27
3.3504e+00,5.9122e+27,1.7430e+27
3.3505e+00,5.9053e+27,1.7362e+27
3.3506e+00,5.8985e+27,1.7294e+27
3.3507e+00,5.8917e+27,1.7225e+27
3.3508e+00,5.8848e+27,1.7157e+27
3.3509e+00,5.8779e+27,1.7088e+27
3.3510e+00,5.8711e+27,1.7019e+27
3.3511e+00,5.8642e+27,1.6951e+27
3.3512e+00,5.8573e+27,1.6882e+27
3.3513e+00,5.8504e+27,1.6813e+27
3.3514e+00,5.8435e+27,1.6744e+27
3.3515e+00,5.8365e+27,1.6674e+27
3.3516e+00,5.8296e+27,1.6605e+27
3.3517e+00,5.8227e+27,1.6536e+27
3.3518e+00,5.8157e+27,1.6466e+27
3.3519e+00,5.8088e+27,1.6396e+27
3.3520e+00,5.8018e+27,1.6327e+27
3.3521e+00,5.7948e+27,1.6257e+27
3.3522e+00,5.7878e+27,1.6187e+27
3.3523e+00,5.7809e+27,1.6117e+27
3.3524e+00,5.7739e+27,1.6047e+27
3.3525e+00,5.7669e+27,1.5977e+27
3.3526e+00,5.7598e+27,1.5907e+27
3.3527e+00,5.7528e+27,1.5837e+27
3.3528e+00,5.7458e+27,1.5767e+27
3.3529e+00,5.7388e+27,1.5696e+27
3.3530e+00,5.7317e+27,1.5626e+27
3.3531e+00,5.7247e+27,1.5556e+27
3.3532e+00,5.7176e+27,1.5485e+27
3.3533e+00,5.7106e+27,1.5415e+27
3.3534e+00,5.7035e+27,1.5344e+27
3.3535e+00,5.6964e+27,1.5273e+27
3.3536e+00,5.6894e+27,1.5203e+27
3.3537e+00,5.6823e+27,1.5132e+27
3.3538e+00,5.6752e+27,1.5061e+27
3.3539e+00,5.6681e+27,1.4990e+27
3.3540e+00,5.6610e+27,1.4919e+27
3.3541e+00,5.6539e+27,1.4848e+27
3.3542e+00,5.6468e+27,1.4777e+27
3.3543e+00,5.6397e+27,1.4706e+27
3.3544e+00,5.6326e+27,1.4635e+27
3.3545e+00,5.6255e+27,1.4564e+27
3.3546e+00,5.6184e+27,1.4493e+27
3.3547e+00,5.6113e+27,1.4422e+27
3.3548e+00,5.6042e+27,1.4351e+27
3.3549e+00,5.5970e+27,1.4279e+27
3.3550e+00,5.5899e+27,1.4208e+27
3.3551e+00,5.5828e+27,1.4137e+27
3.3552e+00,5.5757e+27,1.4066e+27
3.3553e+00,5.5685e+27,1.3994e+27
3.3554e+00,5.5614e+27,1.3923e+27
3.3555e+00,5.5543e+27,1.3852e+27
3.3556e+00,5.5471e+27,1.3780e+27
3.3557e+00,5.5400e+27,1.3709e+27
3.3558e+00,5.5329e+27,1.3638e+27
3.3559e+00,5.5257e+27,1.3566e+27
3.3560e+00,5.5186e+27,1.3495e+27
3.3561e+00,5.5115e+27,1.3423e+27
3.3562e+00,5.5043e+27,1.3352e+27
3.3563e+00,5.4972e+27,1.3281e+27
3.3564e+00,5.4901e+27,1.3209e+27
3.3565e+00,5.4829e+27,1.3138e+27
3.3566e+00,5.4758e+27,1.3067e+27
3.3567e+00,5.4687e+27,1.2995e+27
3.3568e+00,5.4615e+27,1.2924e+27
3.3569e+00,5.4544e+27,1.2853e+27
3.3570e+00,5.4473e+27,1.2781e+27
3.3571e+00,5.4401e+27,1.2710e+27
3.3572e+00,5.4330e+27,1.2639e+27
3.3573e+00,5.4259e+27,1.2568e+27
3.3574e+00,5.4188e+27,1.2497e+27
3.3575e+00,5.4117e+27,1.2425e+27
3.3576e+00,5.4045e+27,1.2354e+27
3.3577e+00,5.3974e+27,1.2283e+27
3.3578e+00,5.3903e+27,1.2212e+27
3.3579e+00,5.3832e+27,1.2141e+27
3.3580e+00,5.3761e+27,1.2070e+27
3.3581e+00,5.3690e+27,1.1999e+27
3.3582e+00,5.3619e+27,1.1928e+27
3.3583e+00,5.3548e+27,1.1857e+27
3.3584e+00,1.9714e+28,3.7361e+24
3.3585e+00,1.9714e+28,3.7620e+24
3.3586e+00,1.9714e+28,3.7824e+24
3.3587e+00,1.9714e+28,3.7977e+24
3.3588e+00,1.9714e+28,3.8087e+24
3.3589e+00,1.9714e+28,3.8156e+24
3.3590e+00,1.9714e+28,3.8191e+24
3.3591e+00,1.9714e+28,3.8194e+24
3.3592e+00,1.9713e+28,3.8170e+24
3.3593e+00,1.9713e+28,3.8121e+24
3.3594e+00,1.9713e+28,3.8050e+24
3.3595e+00,1.9712e+28,3.7959e+24
3.3596e+00,1.9712e+28,3.7851e+24
3.3597e+00,1.9712e+28,3.7728e+24
3.3598e+00,1.9711e+28,3.7590e+24
3.3599e+00,1.9711e+28,3.7441e+24
3.3600e+00,1.9710e+28,3.7281e+24
3.3601e+00,1.9710e+28,3.7112e+24
3.3602e+00,1.9710e+28,3.6934e+24
3.3603e+00,1.9709e+28,3.6749e+24
3.3604e+00,1.9709e+28,3.6557e+24
3.3605e+00,1.9708e+28,3.6359e+24
3.3606e+00,1.9708e+28,3.6156e+24
3.3607e+00,1.9708e+28,3.5948e+24
3.3608e+00,1.9707e+28,3.5737e+24
3.3609e+00,1.9707e+28,3.5522e+24
3.3610e+00,1.9707e+28,3.5303e+24
3.3611e+00,1.9706e+28,3.5083e+24
3.3612e+00,1.9706e+28,3.4859e+24
3.3613e+00,1.9705e+28,3.4634e+24
3.3614e+00,1.9705e+28,3.4407e+24
3.3615e+00,1.9705e+28,3.4178e+24
3.3616e+00,1.9704e+28,3.3948e+24
3.3617e+00,1.9704e+28,3.3717e+24
3.3618e+00,1.9703e+28,3.3485e+24
3.3619e+00,1.9703e+28,3.3252e+24
3.3620e+00,1.9703e+28,3.3019e+24
3.3621e+00,1.9702e+28,3.2785e+24
3.3622e+00,1.9702e+28,3.2550e+24
3.3623e+00,1.9701e+28,3.2315e+24
3.3624e+00,1.9701e+28,3.2080e+24
3.3625e+00,1.9701e+28,3.1845e+24
3.3626e+00,1.9700e+28,3.1609e+24
3.3627e+00,1.9700e+28,3.1374e+24
3.3628e+00,1.9700e+28,3.1138e+24
3.3629e+00,1.9699e+28,3.0902e+24
3.3630e+00,1.9699e+28,3.0667e+24
3.3631e+00,1.9698e+28,3.0431e+24
3.3632e+00,1.9698e+28,3.0196e+24
3.3633e+00,1.9698e+28,2.9961e+24
3.3634e+00,1.9697e+28,2.9726e+24
3.3635e+00,1.9697e+28,2.9491e+24
3.3636e+00,1.9696e+28,2.9257e+24
3.3637e+00,1.9696e+28,2.9022e+24
3.3638e+00,1.9696e+28,2.8788e+24
3.3639e+00,1.9695e+28,2.8554e+24
3.3640e+00,1.9695e+28,2.8320e+24
3.3641e+00,1.9695e+28,2.8086e+24
3.3642e+00,1.9694e+28,2.7853e+24
3.3643e+00,1.9694e+28,2.7620e+24
3.3644e+00,1.9693e+28,2.7386e+24
3.3645e+00,1.9693e+28,2.7153e+24
3.3646e+00,1.9693e+28,2.6920e+24
3.3647e+00,1.9692e+28,2.6687e+24
3.3648e+00,1.9692e+28,2.6454e+24
3.3649e+00,1.9692e+28,2.6221e+24
3.3650e+00,1.9691e+28,2.5988e+24
3.3651e+00,1.9691e+28,2.5755e+24
3.3652e+00,1.9690e+28,2.5521e+24
3.3653e+00,1.9690e+28,2.5287e+24
3.3654e+00,1.9690e+28,2.5052e+24
3.3655e+00,1.9689e+28,2.4817e+24
3.3656e+00,1.9689e+28,2.4582e+24
3.3657e+00,1.9689e+28,2.4345e+24
3.3658e+00,1.9688e+28,2.4108e+24
3.3659e+00,1.9688e+28,2.3870e+24
3.3660e+00,1.9687e+28,2.3630e+24
3.3661e+00,1.9687e+28,2.3389e+24
3.3662e+00,1.9687e+28,2.3146e+24
3.3663e+00,1.9686e+28,2.2901e+24
3.3664e+00,1.9686e+28,2.2654e+24
3.3665e+00,1.9685e+28,2.2404e+24
3.3666e+00,1.9685e+28,2.2152e+24
3.3667e+00,1.9685e+28,2.1897e+24
3.3668e+00,1.9684e+28,2.1638e+24
3.3669e+00,1.9684e+28,2.1374e+24
3.3670e+00,1.9683e+28,2.1107e+24
3.3671e+00,1.9683e+28,2.0834e+24
3.3672e+00,1.9683e+28,2.0556e+24
3.3673e+00,1.9682e+28,2.0271e+24
3.3674e+00,1.9682e+28,1.9979e+24
3.3675e+00,1.9681e+28,1.9679e+24
3.3676e+00,1.9680e+28,1.9371e+24
3.3677e+00,1.9680e+28,1.9053e+24
3.3678e+00,1.9679e+28,1.8724e+24
3.3679e+00,1.9679e+28,1.8382e+24
3.3680e+00,1.9678e+28,1.8028e+24
3.3681e+00,1.9677e+28,1.7658e+24
3.3682e+00,1.9676e+28,1.7272e+24
3.3683e+00,1.9675e+28,1.6868e+24
3.3684e+00,4.6864e+27,5.2693e+26
3.3685e+00,4.6808e+27,5.2130e+26
3.3686e+00,4.6752e+27,5.1570e+26
3.3687e+00,4.6696e+27,5.1011e+26
3.3688e+00,4.6640e+27,5.0456e+26
3.3689e+00,4.6585e+27,4.9902e+26
3.3690e+00,4.6530e+27,4.9351e+26
3.3691e+00,4.6475e+27,4.8802e+26
3.3692e+00,4.6420e+27,4.8256e+26
3.3693e+00,4.6366e+27,4.7711e+26
3.3694e+00,4.6312e+27,4.7170e+26
3.3695e+00,4.6258e+27,4.6631e+26
3.3696e+00,4.6204e+27,4.6094e+26
3.3697e+00,4.6151e+27,4.5560e+26
3.3698e+00,4.6098e+27,4.5028e+26
3.3699e+00,4.6045e+27,4.4499e+26
3.3700e+00,4.5992e+27,4.3972e+26
3.3701e+00,4.5940e+27,4.3447e+26
3.3702e+00,4.5887e+27,4.2926e+26
3.3703e+00,4.5835e+27,4.2406e+26
3.3704e+00,4.5784e+27,4.1890e+26
3.3705e+00,4.5732e+27,4.1376e+26
3.3706e+00,4.5681e+27,4.0864e+26
3.3707e+00,4.5630e+27,4.0355e+26
3.3708e+00,4.5580e+27,3.9849e+26
3.3709e+00,4.5529e+27,3.9346e+26
3.3710e+00,4.5479e+27,3.8845e+26
3.3711e+00,4.5429e+27,3.8346e+26
3.3712e+00,4.5380e+27,3.7851e+26
3.3713e+00,4.5331e+27,3.7358e+26
3.3714e+00,4.5282e+27,3.6868e+26
3.3715e+00,4.5233e+27,3.6380e+26
3.3716e+00,4.5184e+27,3.5896e+26
3.3717e+00,4.5136e+27,3.5414e+26
3.3718e+00,4.5088e+27,3.4934e+26
3.3719e+00,4.5041e+27,3.4458e+26
3.3720e+00,4.4993e+27,3.3984e+26
3.3721e+00,4.4946e+27,3.3513e+26
3.3722e+00,4.4899e+27,3.3045e+26
3.3723e+00,4.4853e+27,3.2580e+26
3.3724e+00,4.4807e+27,3.2118e+26
3.3725e+00,4.4761e+27,3.1658e+26
3.3726e+00,4.4715e+27,3.1202e+26
3.3727e+00,4.4670e+27,3.0748e+26
3.3728e+00,4.4625e+27,3.0297e+26
3.3729e+00,4.4580e+27,2.9849e+26
3.3730e+00,4.4535e+27,2.9404e+26
3.3731e+00,4.4491e+27,2.8962e+26
3.3732e+00,4.4447e+27,2.8523e+26
3.3733e+00,4.4403e+27,2.8086e+26
3.3734e+00,4.4360e+27,2.7653e+26
3.3735e+00,4.4317e+27,2.7223e+26
3.3736e+00,4.4274e+27,2.6796e+26
3.3737e+00,4.4232e+27,2.6371e+26
3.3738e+00,4.4190e+27,2.5950e+26
3.3739e+00,4.4148e+27,2.5532e+26
3.3740e+00,4.4106e+27,2.5117e+26
3.3741e+00,4.4065e+27,2.4705e+26
3.3742e+00,4.4024e+27,2.4296e+26
3.3743e+00,4.3984e+27,2.3890e+26
3.3744e+00,4.3943e+27,2.3487e+26
3.3745e+00,4.3904e+27,2.3087e+26
3.3746e+00,4.3864e+27,2.2690e+26
3.3747e+00,4.3824e+27,2.2297e+26
3.3748e+00,4.3785e+27,2.1906e+26
3.3749e+00,4.3747e+27,2.1519e+26
3.3750e+00,4.3708e+27,2.1135e+26
3.3751e+00,4.3670e+27,2.0754e+26
3.3752e+00,4.3632e+27,2.0376e+26
3.3753e+00,4.3595e+27,2.0001e+26
3.3754e+00,4.3558e+27,1.9630e+26
3.3755e+00,4.3521e+27,1.9262e+26
3.3756e+00,4.3484e+27,1.8897e+26
3.3757e+00,4.3448e+27,1.8535e+26
