Grid Pos (microns),U Total (1/cm3s),U Stim (1/cm3s)
1.3725e+00,-2.7894e+23,-2.7910e+23
1.3735e+00,-2.9057e+23,-2.9074e+23
1.3745e+00,-3.0220e+23,-3.0236e+23
1.3755e+00,-3.1379e+23,-3.1396e+23
1.3765e+00,-3.2533e+23,-3.2550e+23
1.3775e+00,-3.3678e+23,-3.3696e+23
1.3785e+00,-3.4814e+23,-3.4831e+23
1.3795e+00,-3.5937e+23,-3.5954e+23
1.3805e+00,-3.7046e+23,-3.7063e+23
1.3815e+00,-3.8137e+23,-3.8154e+23
1.3826e+00,-3.9210e+23,-3.9227e+23
1.3836e+00,-4.0261e+23,-4.0278e+23
1.3846e+00,-4.1290e+23,-4.1306e+23
1.3856e+00,-4.2293e+23,-4.2309e+23
1.3866e+00,-4.3269e+23,-4.3285e+23
1.3876e+00,-4.4217e+23,-4.4232e+23
1.3886e+00,-4.5136e+23,-4.5150e+23
1.3896e+00,-4.6024e+23,-4.6038e+23
1.3906e+00,-4.6883e+23,-4.6896e+23
1.3916e+00,-4.7715e+23,-4.7727e+23
1.3926e+00,-4.8527e+23,-4.8538e+23
1.3936e+00,-4.9332e+23,-4.9343e+23
1.3946e+00,-5.0155e+23,-5.0164e+23
1.3957e+00,-5.1039e+23,-5.1047e+23
1.3967e+00,-5.2061e+23,-5.2068e+23
1.3977e+00,-5.3347e+23,-5.3353e+23
1.3987e+00,-5.5081e+23,-5.5085e+23
1.3997e+00,-5.7472e+23,-5.7475e+23
1.4007e+00,-6.0611e+23,-6.0614e+23
1.4017e+00,-6.4183e+23,-6.4185e+23
1.4027e+00,-3.4426e+23,-3.4429e+23
1.4037e+00,-3.3200e+23,-3.3204e+23
1.4047e+00,-3.2172e+23,-3.2180e+23
1.4057e+00,-3.1363e+23,-3.1381e+23
1.4067e+00,-3.0714e+23,-3.0751e+23
1.4077e+00,-3.0192e+23,-3.0213e+23
1.4086e+00,-2.9653e+23,-2.9691e+23
1.4096e+00,-2.9103e+23,-2.9111e+23
1.4106e+00,-2.8370e+23,-2.8378e+23
1.4116e+00,-2.7342e+23,-2.7355e+23
1.4126e+00,-2.5690e+23,-2.5794e+23
1.4136e+00,-2.0970e+23,-2.3210e+23
1.4146e+00,3.4272e+23,-1.8591e+23
1.4156e+00,3.1754e+23,-2.2189e+23
1.4166e+00,3.0974e+23,-2.3822e+23
1.4176e+00,3.0869e+23,-2.4493e+23
1.4186e+00,3.1041e+23,-2.4661e+23
1.4196e+00,3.1341e+23,-2.4547e+23
1.4206e+00,3.1711e+23,-2.4265e+23
1.4217e+00,3.2125e+23,-2.3876e+23
1.4227e+00,3.2575e+23,-2.3415e+23
1.4237e+00,3.3053e+23,-2.2903e+23
1.4247e+00,3.3556e+23,-2.2352e+23
1.4257e+00,3.4081e+23,-2.1771e+23
1.4267e+00,3.4628e+23,-2.1165e+23
1.4277e+00,3.5193e+23,-2.0537e+23
1.4287e+00,3.5775e+23,-1.9890e+23
1.4297e+00,3.6372e+23,-1.9227e+23
1.4307e+00,3.6982e+23,-1.8551e+23
1.4317e+00,3.7604e+23,-1.7863e+23
1.4327e+00,3.8235e+23,-1.7166e+23
1.4337e+00,3.8873e+23,-1.6461e+23
1.4348e+00,3.9517e+23,-1.5750e+23
1.4358e+00,4.0164e+23,-1.5037e+23
1.4368e+00,4.0813e+23,-1.4321e+23
1.4378e+00,4.1462e+23,-1.3606e+23
1.4388e+00,4.2108e+23,-1.2894e+23
1.4398e+00,4.2749e+23,-1.2186e+23
1.4408e+00,4.3384e+23,-1.1485e+23
1.4418e+00,4.4011e+23,-1.0792e+23
1.4428e+00,4.4628e+23,-1.0110e+23
1.4438e+00,4.5232e+23,-9.4392e+22
1.4448e+00,4.5822e+23,-8.7831e+22
1.4458e+00,4.6397e+23,-8.1429e+22
1.4469e+00,4.6953e+23,-7.5204e+22
1.4479e+00,4.7491e+23,-6.9173e+22
1.4489e+00,4.8007e+23,-6.3354e+22
1.4499e+00,4.8500e+23,-5.7762e+22
1.4509e+00,4.8969e+23,-5.2413e+22
1.4519e+00,4.9411e+23,-4.7321e+22
1.4529e+00,4.9826e+23,-4.2500e+22
1.4539e+00,5.0211e+23,-3.7963e+22
1.4549e+00,5.0563e+23,-3.3721e+22
1.4559e+00,5.0881e+23,-2.9785e+22
1.4569e+00,5.1159e+23,-2.6164e+22
1.4579e+00,5.1392e+23,-2.2866e+22
1.4589e+00,5.1572e+23,-1.9894e+22
1.4600e+00,5.1684e+23,-1.7252e+22
1.4610e+00,5.1706e+23,-1.4935e+22
1.4620e+00,5.1605e+23,-1.2931e+22
1.4630e+00,5.1332e+23,-1.1211e+22
1.4640e+00,5.0832e+23,-9.7064e+21
1.4650e+00,5.0069e+23,-8.2612e+21
1.4660e+00,4.9163e+23,-6.5052e+21
1.4670e+00,1.1953e+22,-8.0763e+21
1.4680e+00,-8.4213e+21,-9.2662e+21
1.4690e+00,-1.0413e+22,-1.0496e+22
1.4700e+00,-1.1903e+22,-1.1952e+22
1.4710e+00,-1.3678e+22,-1.3725e+22
1.4720e+00,-1.5661e+22,-1.5867e+22
1.4729e+00,-1.8325e+22,-1.8427e+22
1.4739e+00,-2.1257e+22,-2.1467e+22
1.4749e+00,-2.4995e+22,-2.5086e+22
1.4759e+00,-2.9407e+22,-2.9448e+22
1.4769e+00,-3.4762e+22,-3.4781e+22
1.4779e+00,-4.1288e+22,-4.1298e+22
1.4789e+00,-4.8913e+22,-4.8920e+22
1.4799e+00,-9.4021e+22,-9.4031e+22
1.4809e+00,-9.9864e+22,-9.9880e+22
1.4819e+00,-1.0654e+23,-1.0656e+23
1.4829e+00,-1.1449e+23,-1.1453e+23
1.4839e+00,-1.2371e+23,-1.2376e+23
1.4849e+00,-1.3402e+23,-1.3408e+23
1.4860e+00,-1.4522e+23,-1.4529e+23
1.4870e+00,-1.5715e+23,-1.5723e+23
1.4880e+00,-1.6969e+23,-1.6978e+23
1.4890e+00,-1.8275e+23,-1.8286e+23
1.4900e+00,-1.9627e+23,-1.9638e+23
1.4910e+00,-2.1018e+23,-2.1031e+23
1.4920e+00,-2.2445e+23,-2.2459e+23
1.4930e+00,-2.3904e+23,-2.3919e+23
1.4940e+00,-2.5392e+23,-2.5407e+23
1.4950e+00,-2.6904e+23,-2.6921e+23
1.4960e+00,-2.8438e+23,-2.8456e+23
1.4970e+00,-2.9991e+23,-3.0010e+23
1.4980e+00,-3.1560e+23,-3.1579e+23
1.4991e+00,-3.3141e+23,-3.3160e+23
1.5001e+00,-3.4731e+23,-3.4751e+23
1.5011e+00,-3.6326e+23,-3.6347e+23
1.5021e+00,-3.7925e+23,-3.7946e+23
1.5031e+00,-3.9523e+23,-3.9545e+23
1.5041e+00,-4.1118e+23,-4.1140e+23
1.5051e+00,-4.2705e+23,-4.2727e+23
1.5061e+00,-4.4283e+23,-4.4305e+23
1.5071e+00,-4.5847e+23,-4.5870e+23
1.5081e+00,-4.7395e+23,-4.7418e+23
1.5091e+00,-4.8924e+23,-4.8946e+23
1.5101e+00,-5.0430e+23,-5.0453e+23
1.5112e+00,-5.1911e+23,-5.1933e+23
1.5122e+00,-5.3363e+23,-5.3385e+23
1.5132e+00,-5.4785e+23,-5.4806e+23
1.5142e+00,-5.6172e+23,-5.6193e+23
1.5152e+00,-5.7524e+23,-5.7544e+23
1.5162e+00,-5.8837e+23,-5.8856e+23
1.5172e+00,-6.0109e+23,-6.0128e+23
1.5182e+00,-6.1341e+23,-6.1359e+23
1.5192e+00,-6.2533e+23,-6.2550e+23
1.5202e+00,-6.3689e+23,-6.3705e+23
1.5212e+00,-6.4817e+23,-6.4832e+23
1.5222e+00,-6.5934e+23,-6.5948e+23
1.5232e+00,-6.7074e+23,-6.7086e+23
1.5243e+00,-6.8295e+23,-6.8306e+23
1.5253e+00,-6.9701e+23,-6.9710e+23
1.5263e+00,-7.1460e+23,-7.1467e+23
1.5273e+00,-7.3817e+23,-7.3823e+23
1.5283e+00,-7.7057e+23,-7.7061e+23
1.5293e+00,-8.1301e+23,-8.1304e+23
1.5303e+00,-8.6127e+23,-8.6129e+23
1.5313e+00,-4.6213e+23,-4.6217e+23
1.5323e+00,-4.4583e+23,-4.4589e+23
1.5333e+00,-4.3217e+23,-4.3228e+23
1.5343e+00,-4.2143e+23,-4.2167e+23
1.5353e+00,-4.1283e+23,-4.1332e+23
1.5363e+00,-4.0592e+23,-4.0620e+23
1.5372e+00,-3.9878e+23,-3.9929e+23
1.5382e+00,-3.9147e+23,-3.9157e+23
1.5392e+00,-3.8168e+23,-3.8180e+23
1.5402e+00,-3.6792e+23,-3.6810e+23
1.5412e+00,-3.4577e+23,-3.4715e+23
1.5422e+00,-2.8279e+23,-3.1241e+23
1.5432e+00,4.4908e+23,-2.5019e+23
1.5442e+00,4.1494e+23,-2.9862e+23
1.5452e+00,4.0424e+23,-3.2061e+23
1.5462e+00,4.0269e+23,-3.2965e+23
1.5472e+00,4.0492e+23,-3.3191e+23
1.5482e+00,4.0891e+23,-3.3038e+23
1.5492e+00,4.1388e+23,-3.2657e+23
1.5503e+00,4.1947e+23,-3.2131e+23
1.5513e+00,4.2554e+23,-3.1509e+23
1.5523e+00,4.3201e+23,-3.0817e+23
1.5533e+00,4.3884e+23,-3.0072e+23
1.5543e+00,4.4597e+23,-2.9284e+23
1.5553e+00,4.5340e+23,-2.8462e+23
1.5563e+00,4.6109e+23,-2.7610e+23
1.5573e+00,4.6901e+23,-2.6732e+23
1.5583e+00,4.7714e+23,-2.5832e+23
1.5593e+00,4.8546e+23,-2.4913e+23
1.5603e+00,4.9394e+23,-2.3978e+23
1.5613e+00,5.0255e+23,-2.3029e+23
1.5623e+00,5.1127e+23,-2.2069e+23
1.5634e+00,5.2007e+23,-2.1101e+23
1.5644e+00,5.2892e+23,-2.0128e+23
1.5654e+00,5.3780e+23,-1.9152e+23
1.5664e+00,5.4668e+23,-1.8176e+23
1.5674e+00,5.5553e+23,-1.7203e+23
1.5684e+00,5.6432e+23,-1.6236e+23
1.5694e+00,5.7304e+23,-1.5277e+23
1.5704e+00,5.8164e+23,-1.4329e+23
1.5714e+00,5.9012e+23,-1.3395e+23
1.5724e+00,5.9843e+23,-1.2476e+23
1.5734e+00,6.0655e+23,-1.1577e+23
1.5744e+00,6.1446e+23,-1.0699e+23
1.5755e+00,6.2214e+23,-9.8441e+22
1.5765e+00,6.2955e+23,-9.0156e+22
1.5775e+00,6.3668e+23,-8.2154e+22
1.5785e+00,6.4351e+23,-7.4458e+22
1.5795e+00,6.5000e+23,-6.7089e+22
1.5805e+00,6.5614e+23,-6.0066e+22
1.5815e+00,6.6191e+23,-5.3410e+22
1.5825e+00,6.6727e+23,-4.7137e+22
1.5835e+00,6.7219e+23,-4.1265e+22
1.5845e+00,6.7664e+23,-3.5808e+22
1.5855e+00,6.8056e+23,-3.0779e+22
1.5865e+00,6.8387e+23,-2.6191e+22
1.5875e+00,6.8646e+23,-2.2053e+22
1.5886e+00,6.8813e+23,-1.8371e+22
1.5896e+00,6.8857e+23,-1.5149e+22
1.5906e+00,6.8735e+23,-1.2383e+22
1.5916e+00,6.8380e+23,-1.0060e+22
1.5926e+00,6.7711e+23,-8.1377e+21
1.5936e+00,6.6674e+23,-6.5096e+21
1.5946e+00,6.5404e+23,-4.9062e+21
1.5956e+00,2.0491e+22,-6.0027e+21
1.5966e+00,-5.8828e+21,-6.9993e+21
1.5976e+00,-8.1521e+21,-8.2613e+21
1.5986e+00,-9.8768e+21,-9.9415e+21
1.5996e+00,-1.2051e+22,-1.2111e+22
1.6006e+00,-1.4545e+22,-1.4815e+22
1.6015e+00,-1.7962e+22,-1.8095e+22
1.6025e+00,-2.1743e+22,-2.2018e+22
1.6035e+00,-2.6577e+22,-2.6696e+22
1.6045e+00,-3.2269e+22,-3.2322e+22
1.6055e+00,-3.9155e+22,-3.9181e+22
1.6065e+00,-4.7533e+22,-4.7547e+22
1.6075e+00,-5.7358e+22,-5.7366e+22
1.6085e+00,-1.1201e+23,-1.1202e+23
1.6095e+00,-1.2058e+23,-1.2060e+23
1.6105e+00,-1.3013e+23,-1.3016e+23
1.6115e+00,-1.4123e+23,-1.4127e+23
1.6125e+00,-1.5391e+23,-1.5397e+23
1.6135e+00,-1.6798e+23,-1.6805e+23
1.6146e+00,-1.8320e+23,-1.8330e+23
1.6156e+00,-1.9939e+23,-1.9950e+23
1.6166e+00,-2.1640e+23,-2.1652e+23
1.6176e+00,-2.3410e+23,-2.3424e+23
1.6186e+00,-2.5242e+23,-2.5258e+23
1.6196e+00,-2.7129e+23,-2.7146e+23
1.6206e+00,-2.9065e+23,-2.9083e+23
1.6216e+00,-3.1045e+23,-3.1064e+23
1.6226e+00,-3.3064e+23,-3.3085e+23
1.6236e+00,-3.5118e+23,-3.5140e+23
1.6246e+00,-3.7202e+23,-3.7225e+23
1.6256e+00,-3.9312e+23,-3.9336e+23
1.6266e+00,-4.1444e+23,-4.1469e+23
1.6277e+00,-4.3594e+23,-4.3620e+23
1.6287e+00,-4.5756e+23,-4.5783e+23
1.6297e+00,-4.7927e+23,-4.7955e+23
1.6307e+00,-5.0103e+23,-5.0131e+23
1.6317e+00,-5.2279e+23,-5.2308e+23
1.6327e+00,-5.4450e+23,-5.4479e+23
1.6337e+00,-5.6613e+23,-5.6642e+23
1.6347e+00,-5.8763e+23,-5.8792e+23
1.6357e+00,-6.0895e+23,-6.0925e+23
1.6367e+00,-6.3006e+23,-6.3036e+23
1.6377e+00,-6.5091e+23,-6.5121e+23
1.6387e+00,-6.7147e+23,-6.7177e+23
1.6398e+00,-6.9168e+23,-6.9198e+23
1.6408e+00,-7.1152e+23,-7.1181e+23
1.6418e+00,-7.3094e+23,-7.3122e+23
1.6428e+00,-7.4990e+23,-7.5018e+23
1.6438e+00,-7.6838e+23,-7.6865e+23
1.6448e+00,-7.8633e+23,-7.8660e+23
1.6458e+00,-8.0375e+23,-8.0400e+23
1.6468e+00,-8.2062e+23,-8.2086e+23
1.6478e+00,-8.3695e+23,-8.3717e+23
1.6488e+00,-8.5278e+23,-8.5299e+23
1.6498e+00,-8.6824e+23,-8.6843e+23
1.6508e+00,-8.8355e+23,-8.8372e+23
1.6518e+00,-8.9915e+23,-8.9930e+23
1.6529e+00,-9.1584e+23,-9.1597e+23
1.6539e+00,-9.3500e+23,-9.3511e+23
1.6549e+00,-9.5888e+23,-9.5898e+23
1.6559e+00,-9.9081e+23,-9.9089e+23
1.6569e+00,-1.0346e+24,-1.0346e+24
1.6579e+00,-1.0919e+24,-1.0919e+24
1.6589e+00,-1.1570e+24,-1.1570e+24
1.6599e+00,-6.2094e+23,-6.2098e+23
1.6609e+00,-5.9917e+23,-5.9925e+23
1.6619e+00,-5.8092e+23,-5.8108e+23
1.6629e+00,-5.6661e+23,-5.6693e+23
1.6639e+00,-5.5515e+23,-5.5580e+23
1.6649e+00,-5.4594e+23,-5.4632e+23
1.6658e+00,-5.3643e+23,-5.3711e+23
1.6668e+00,-5.2667e+23,-5.2681e+23
1.6678e+00,-5.1358e+23,-5.1373e+23
1.6688e+00,-4.9513e+23,-4.9536e+23
1.6698e+00,-4.6539e+23,-4.6723e+23
1.6708e+00,-3.8104e+23,-4.2051e+23
1.6718e+00,5.9498e+23,-3.3665e+23
1.6728e+00,5.4886e+23,-4.0180e+23
1.6738e+00,5.3431e+23,-4.3139e+23
1.6748e+00,5.3212e+23,-4.4355e+23
1.6758e+00,5.3505e+23,-4.4660e+23
1.6768e+00,5.4039e+23,-4.4454e+23
1.6778e+00,5.4705e+23,-4.3942e+23
1.6789e+00,5.5457e+23,-4.3235e+23
1.6799e+00,5.6275e+23,-4.2397e+23
1.6809e+00,5.7147e+23,-4.1464e+23
1.6819e+00,5.8068e+23,-4.0460e+23
1.6829e+00,5.9032e+23,-3.9398e+23
1.6839e+00,6.0035e+23,-3.8288e+23
1.6849e+00,6.1075e+23,-3.7138e+23
1.6859e+00,6.2146e+23,-3.5953e+23
1.6869e+00,6.3247e+23,-3.4736e+23
1.6879e+00,6.4373e+23,-3.3494e+23
1.6889e+00,6.5521e+23,-3.2229e+23
1.6899e+00,6.6688e+23,-3.0945e+23
1.6909e+00,6.7870e+23,-2.9645e+23
1.6920e+00,6.9063e+23,-2.8335e+23
1.6930e+00,7.0264e+23,-2.7017e+23
1.6940e+00,7.1469e+23,-2.5695e+23
1.6950e+00,7.2675e+23,-2.4372e+23
1.6960e+00,7.3877e+23,-2.3053e+23
1.6970e+00,7.5072e+23,-2.1741e+23
1.6980e+00,7.6257e+23,-2.0440e+23
1.6990e+00,7.7428e+23,-1.9153e+23
1.7000e+00,7.8580e+23,-1.7884e+23
1.7010e+00,7.9711e+23,-1.6637e+23
1.7020e+00,8.0818e+23,-1.5414e+23
1.7030e+00,8.1896e+23,-1.4220e+23
1.7041e+00,8.2943e+23,-1.3057e+23
1.7051e+00,8.3955e+23,-1.1930e+23
1.7061e+00,8.4928e+23,-1.0840e+23
1.7071e+00,8.5861e+23,-9.7914e+22
1.7081e+00,8.6749e+23,-8.7867e+22
1.7091e+00,8.7589e+23,-7.8286e+22
1.7101e+00,8.8379e+23,-6.9199e+22
1.7111e+00,8.9115e+23,-6.0628e+22
1.7121e+00,8.9791e+23,-5.2598e+22
1.7131e+00,9.0404e+23,-4.5128e+22
1.7141e+00,9.0946e+23,-3.8238e+22
1.7151e+00,9.1405e+23,-3.1944e+22
1.7161e+00,9.1767e+23,-2.6262e+22
1.7172e+00,9.2004e+23,-2.1204e+22
1.7182e+00,9.2077e+23,-1.6780e+22
1.7192e+00,9.1924e+23,-1.2996e+22
1.7202e+00,9.1456e+23,-9.8516e+21
1.7212e+00,9.0561e+23,-7.3276e+21
1.7222e+00,8.9160e+23,-5.3587e+21
1.7232e+00,8.7415e+23,-3.7527e+21
1.7242e+00,3.0833e+22,-4.4627e+21
1.7252e+00,-3.8560e+21,-5.3423e+21
1.7262e+00,-6.5904e+21,-6.7350e+21
1.7272e+00,-8.6890e+21,-8.7746e+21
1.7282e+00,-1.1441e+22,-1.1520e+22
1.7292e+00,-1.4654e+22,-1.5010e+22
1.7301e+00,-1.9111e+22,-1.9287e+22
1.7311e+00,-2.4063e+22,-2.4426e+22
1.7321e+00,-3.0405e+22,-3.0562e+22
1.7331e+00,-3.7867e+22,-3.7936e+22
1.7341e+00,-4.6875e+22,-4.6909e+22
1.7351e+00,-5.7827e+22,-5.7846e+22
1.7361e+00,-7.0699e+22,-7.0711e+22
1.7371e+00,-1.3958e+23,-1.3960e+23
1.7381e+00,-1.5163e+23,-1.5166e+23
1.7391e+00,-1.6489e+23,-1.6493e+23
1.7401e+00,-1.8011e+23,-1.8017e+23
1.7411e+00,-1.9737e+23,-1.9745e+23
1.7421e+00,-2.1644e+23,-2.1654e+23
1.7432e+00,-2.3703e+23,-2.3715e+23
1.7442e+00,-2.5890e+23,-2.5904e+23
1.7452e+00,-2.8187e+23,-2.8203e+23
1.7462e+00,-3.0578e+23,-3.0596e+23
1.7472e+00,-3.3052e+23,-3.3072e+23
1.7482e+00,-3.5601e+23,-3.5623e+23
1.7492e+00,-3.8216e+23,-3.8240e+23
1.7502e+00,-4.0891e+23,-4.0917e+23
1.7512e+00,-4.3620e+23,-4.3648e+23
1.7522e+00,-4.6397e+23,-4.6426e+23
1.7532e+00,-4.9215e+23,-4.9246e+23
1.7542e+00,-5.2070e+23,-5.2102e+23
1.7552e+00,-5.4954e+23,-5.4987e+23
1.7563e+00,-5.7862e+23,-5.7897e+23
1.7573e+00,-6.0789e+23,-6.0825e+23
1.7583e+00,-6.3729e+23,-6.3765e+23
1.7593e+00,-6.6674e+23,-6.6712e+23
1.7603e+00,-6.9621e+23,-6.9659e+23
1.7613e+00,-7.2562e+23,-7.2601e+23
1.7623e+00,-7.5493e+23,-7.5532e+23
1.7633e+00,-7.8406e+23,-7.8446e+23
1.7643e+00,-8.1297e+23,-8.1337e+23
1.7653e+00,-8.4159e+23,-8.4199e+23
1.7663e+00,-8.6986e+23,-8.7027e+23
1.7673e+00,-8.9774e+23,-8.9814e+23
1.7684e+00,-9.2517e+23,-9.2557e+23
1.7694e+00,-9.5209e+23,-9.5248e+23
1.7704e+00,-9.7845e+23,-9.7883e+23
1.7714e+00,-1.0042e+24,-1.0046e+24
1.7724e+00,-1.0293e+24,-1.0297e+24
1.7734e+00,-1.0537e+24,-1.0540e+24
1.7744e+00,-1.0774e+24,-1.0777e+24
1.7754e+00,-1.1003e+24,-1.1006e+24
1.7764e+00,-1.1225e+24,-1.1228e+24
1.7774e+00,-1.1440e+24,-1.1443e+24
1.7784e+00,-1.1650e+24,-1.1653e+24
1.7794e+00,-1.1859e+24,-1.1861e+24
1.7804e+00,-1.2071e+24,-1.2073e+24
1.7815e+00,-1.2297e+24,-1.2299e+24
1.7825e+00,-1.2557e+24,-1.2559e+24
1.7835e+00,-1.2881e+24,-1.2882e+24
1.7845e+00,-1.3312e+24,-1.3313e+24
1.7855e+00,-1.3903e+24,-1.3903e+24
1.7865e+00,-1.4675e+24,-1.4675e+24
1.7875e+00,-1.5552e+24,-1.5552e+24
1.7885e+00,-8.3480e+23,-8.3486e+23
1.7895e+00,-8.0564e+23,-8.0575e+23
1.7905e+00,-7.8122e+23,-7.8142e+23
1.7915e+00,-7.6207e+23,-7.6249e+23
1.7925e+00,-7.4674e+23,-7.4762e+23
1.7935e+00,-7.3445e+23,-7.3495e+23
1.7944e+00,-7.2173e+23,-7.2265e+23
1.7954e+00,-7.0867e+23,-7.0886e+23
1.7964e+00,-6.9112e+23,-6.9133e+23
1.7974e+00,-6.6635e+23,-6.6667e+23
1.7984e+00,-6.2639e+23,-6.2886e+23
1.7994e+00,-5.1321e+23,-5.6601e+23
1.8004e+00,7.9339e+23,-4.5290e+23
1.8014e+00,7.3124e+23,-5.4051e+23
1.8024e+00,7.1158e+23,-5.8027e+23
1.8034e+00,7.0857e+23,-5.9662e+23
1.8044e+00,7.1247e+23,-6.0073e+23
1.8054e+00,7.1962e+23,-5.9796e+23
1.8064e+00,7.2855e+23,-5.9107e+23
1.8075e+00,7.3865e+23,-5.8157e+23
1.8085e+00,7.4965e+23,-5.7030e+23
1.8095e+00,7.6139e+23,-5.5776e+23
1.8105e+00,7.7378e+23,-5.4425e+23
1.8115e+00,7.8676e+23,-5.2996e+23
1.8125e+00,8.0028e+23,-5.1502e+23
1.8135e+00,8.1428e+23,-4.9954e+23
1.8145e+00,8.2873e+23,-4.8357e+23
1.8155e+00,8.4357e+23,-4.6718e+23
1.8165e+00,8.5876e+23,-4.5043e+23
1.8175e+00,8.7425e+23,-4.3338e+23
1.8185e+00,8.9000e+23,-4.1606e+23
1.8195e+00,9.0595e+23,-3.9854e+23
1.8206e+00,9.2207e+23,-3.8086e+23
1.8216e+00,9.3829e+23,-3.6307e+23
1.8226e+00,9.5457e+23,-3.4522e+23
1.8236e+00,9.7086e+23,-3.2737e+23
1.8246e+00,9.8711e+23,-3.0955e+23
1.8256e+00,1.0033e+24,-2.9183e+23
1.8266e+00,1.0193e+24,-2.7425e+23
1.8276e+00,1.0351e+24,-2.5686e+23
1.8286e+00,1.0507e+24,-2.3970e+23
1.8296e+00,1.0660e+24,-2.2283e+23
1.8306e+00,1.0810e+24,-2.0630e+23
1.8316e+00,1.0956e+24,-1.9014e+23
1.8327e+00,1.1098e+24,-1.7441e+23
1.8337e+00,1.1235e+24,-1.5914e+23
1.8347e+00,1.1367e+24,-1.4439e+23
1.8357e+00,1.1494e+24,-1.3018e+23
1.8367e+00,1.1614e+24,-1.1656e+23
1.8377e+00,1.1729e+24,-1.0357e+23
1.8387e+00,1.1836e+24,-9.1246e+22
1.8397e+00,1.1936e+24,-7.9614e+22
1.8407e+00,1.2028e+24,-6.8709e+22
1.8417e+00,1.2112e+24,-5.8559e+22
1.8427e+00,1.2186e+24,-4.9190e+22
1.8437e+00,1.2249e+24,-4.0626e+22
1.8447e+00,1.2298e+24,-3.2889e+22
1.8458e+00,1.2331e+24,-2.5997e+22
1.8468e+00,1.2342e+24,-1.9969e+22
1.8478e+00,1.2323e+24,-1.4821e+22
1.8488e+00,1.2261e+24,-1.0565e+22
1.8498e+00,1.2141e+24,-7.2032e+21
1.8508e+00,1.1952e+24,-4.7057e+21
1.8518e+00,1.1715e+24,-2.9419e+21
1.8528e+00,4.3897e+22,-3.3194e+21
1.8538e+00,-2.1605e+21,-4.1481e+21
1.8548e+00,-5.5889e+21,-5.7816e+21
1.8558e+00,-8.2338e+21,-8.3476e+21
1.8568e+00,-1.1793e+22,-1.1899e+22
1.8578e+00,-1.5996e+22,-1.6470e+22
1.8587e+00,-2.1875e+22,-2.2110e+22
1.8597e+00,-2.8423e+22,-2.8906e+22
1.8607e+00,-3.6821e+22,-3.7030e+22
1.8617e+00,-4.6696e+22,-4.6789e+22
1.8627e+00,-5.8609e+22,-5.8654e+22
1.8637e+00,-7.3086e+22,-7.3111e+22
1.8647e+00,-9.0125e+22,-9.0141e+22
1.8657e+00,-1.7920e+23,-1.7922e+23
1.8667e+00,-1.9579e+23,-1.9583e+23
1.8677e+00,-2.1393e+23,-2.1399e+23
1.8687e+00,-2.3462e+23,-2.3470e+23
1.8697e+00,-2.5798e+23,-2.5808e+23
1.8707e+00,-2.8372e+23,-2.8385e+23
1.8718e+00,-3.1149e+23,-3.1165e+23
1.8728e+00,-3.4097e+23,-3.4116e+23
1.8738e+00,-3.7192e+23,-3.7214e+23
1.8748e+00,-4.0414e+23,-4.0439e+23
1.8758e+00,-4.3749e+23,-4.3776e+23
1.8768e+00,-4.7185e+23,-4.7214e+23
1.8778e+00,-5.0711e+23,-5.0743e+23
1.8788e+00,-5.4319e+23,-5.4353e+23
1.8798e+00,-5.7999e+23,-5.8036e+23
1.8808e+00,-6.1745e+23,-6.1784e+23
1.8818e+00,-6.5547e+23,-6.5588e+23
1.8828e+00,-6.9398e+23,-6.9441e+23
1.8838e+00,-7.3291e+23,-7.3335e+23
1.8849e+00,-7.7216e+23,-7.7263e+23
1.8859e+00,-8.1167e+23,-8.1215e+23
1.8869e+00,-8.5136e+23,-8.5185e+23
1.8879e+00,-8.9113e+23,-8.9164e+23
1.8889e+00,-9.3093e+23,-9.3144e+23
1.8899e+00,-9.7066e+23,-9.7118e+23
1.8909e+00,-1.0102e+24,-1.0108e+24
1.8919e+00,-1.0496e+24,-1.0501e+24
1.8929e+00,-1.0887e+24,-1.0892e+24
1.8939e+00,-1.1273e+24,-1.1279e+24
1.8949e+00,-1.1656e+24,-1.1661e+24
1.8959e+00,-1.2033e+24,-1.2038e+24
1.8970e+00,-1.2403e+24,-1.2409e+24
1.8980e+00,-1.2767e+24,-1.2773e+24
1.8990e+00,-1.3124e+24,-1.3129e+24
1.9000e+00,-1.3472e+24,-1.3477e+24
1.9010e+00,-1.3812e+24,-1.3817e+24
1.9020e+00,-1.4142e+24,-1.4147e+24
1.9030e+00,-1.4462e+24,-1.4467e+24
1.9040e+00,-1.4773e+24,-1.4777e+24
1.9050e+00,-1.5074e+24,-1.5078e+24
1.9060e+00,-1.5365e+24,-1.5369e+24
1.9070e+00,-1.5650e+24,-1.5654e+24
1.9080e+00,-1.5932e+24,-1.5935e+24
1.9090e+00,-1.6219e+24,-1.6222e+24
1.9101e+00,-1.6526e+24,-1.6529e+24
1.9111e+00,-1.6877e+24,-1.6880e+24
1.9121e+00,-1.7314e+24,-1.7316e+24
1.9131e+00,-1.7896e+24,-1.7897e+24
1.9141e+00,-1.8692e+24,-1.8693e+24
1.9151e+00,-1.9732e+24,-1.9733e+24
1.9161e+00,-2.0914e+24,-2.0915e+24
1.9171e+00,-1.1227e+24,-1.1228e+24
1.9181e+00,-1.0836e+24,-1.0838e+24
1.9191e+00,-1.0509e+24,-1.0511e+24
